                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    244,                0.54904,                  1.762,                0.38437,                0.38412,                0.92146,                      1,                      1,                  0.995,                0.95144,                      1,                      1,                  0.995,                0.82994,                0.47003,                0.90932,                0.27018,                0.27957,                0.65456,              0.0010417,              0.0010417,              0.0010417
                    245,                0.58052,                 1.8237,                0.40783,                0.38631,                0.91163,                      1,                      1,                  0.995,                0.94006,                      1,                      1,                  0.995,                0.82994,                0.45469,                0.82056,                0.27056,                0.24595,                0.65046,              0.0010377,              0.0010377,              0.0010377
                    246,                0.54329,                 1.9718,                0.39145,                 0.3898,                0.89771,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.82994,                0.49151,                0.83053,                  0.271,                0.23835,                0.67714,              0.0010338,              0.0010338,              0.0010338
                    247,                0.53216,                 1.8215,                0.33785,                0.37668,                0.93758,                0.98591,                      1,                  0.995,                0.85711,                0.98591,                      1,                  0.995,                 0.7743,                0.64049,                0.82685,                  0.276,                0.28384,                 0.7233,              0.0010298,              0.0010298,              0.0010298
                    248,                0.53458,                 1.6489,                0.37275,                0.35586,                0.87147,                0.98596,                      1,                  0.995,                0.81546,                0.98596,                      1,                  0.995,                0.76042,                0.73313,                  1.037,                0.28276,                0.29396,                0.76627,              0.0010258,              0.0010258,              0.0010258
                    249,                0.56964,                 1.8569,                0.37622,                0.38665,                0.87222,                0.98614,                      1,                  0.995,                 0.8955,                0.98614,                      1,                  0.995,                0.76042,                 0.6655,                 1.0171,                0.28283,                0.30905,                0.75103,              0.0010219,              0.0010219,              0.0010219
                    250,                0.58377,                 1.8812,                0.37056,                0.38616,                0.89777,                0.98622,                      1,                  0.995,                 0.8955,                0.98622,                      1,                  0.995,                0.76924,                0.55743,                0.88392,                0.27719,                0.32134,                0.71152,              0.0010179,              0.0010179,              0.0010179
                    251,                0.58578,                 1.7334,                0.38613,                0.39666,                0.89763,                0.98403,                      1,                  0.995,                0.90435,                0.98403,                      1,                  0.995,                0.77152,                0.53867,                0.78664,                0.27247,                0.33366,                 0.6873,               0.001014,               0.001014,               0.001014
                    252,                0.56187,                 1.5464,                0.37841,                0.37463,                 0.9021,                0.97616,                      1,                  0.995,                0.93741,                0.97616,                      1,                  0.995,                0.78683,                 0.5342,                0.74425,                0.27486,                0.41177,                0.68662,                0.00101,                0.00101,                0.00101
                    253,                0.58703,                 1.8005,                0.35781,                  0.359,                0.89162,                0.97283,                      1,                  0.995,                0.93315,                0.97283,                      1,                  0.995,                0.78683,                0.53077,                 0.7651,                0.27676,                0.44186,                0.68554,               0.001006,               0.001006,               0.001006
                    254,                0.56747,                 1.8048,                0.38012,                0.38185,                0.90541,                0.97779,                      1,                  0.995,                0.90714,                0.97779,                      1,                  0.995,                 0.7743,                0.55003,                0.87587,                0.27811,                0.34942,                0.69843,              0.0010021,              0.0010021,              0.0010021
                    255,                0.53672,                 1.7043,                0.43534,                0.37375,                0.87273,                 0.9859,                      1,                  0.995,                0.90714,                 0.9859,                      1,                  0.995,                 0.7743,                0.52482,                 1.0011,                0.27656,                0.21721,                0.68614,             0.00099812,             0.00099812,             0.00099812
                    256,                 0.5429,                 1.4607,                 0.3548,                0.35994,                0.87495,                      1,                      1,                  0.995,                0.94006,                      1,                      1,                  0.995,                0.81822,                0.48475,                0.98433,                0.27951,                0.21358,                 0.6654,             0.00099416,             0.00099416,             0.00099416
                    257,                 0.5712,                 1.8482,                0.38992,                0.39921,                0.87901,                0.98588,                      1,                  0.995,                0.93453,                0.98588,                      1,                  0.995,                0.81269,                 0.4715,                0.90846,                0.28083,                0.21303,                0.66041,              0.0009902,              0.0009902,              0.0009902
                    258,                 0.5455,                   1.57,                0.35859,                0.37759,                0.89158,                0.98543,                      1,                  0.995,                0.93453,                0.98543,                      1,                  0.995,                0.81269,                 0.4617,                0.84252,                0.27667,                0.25079,                  0.656,             0.00098624,             0.00098624,             0.00098624
                    259,                0.54755,                 1.3987,                0.35751,                 0.3563,                0.89029,                0.98519,                      1,                  0.995,                 0.8955,                0.98519,                      1,                  0.995,                0.74644,                0.49955,                0.86303,                0.27472,                0.26179,                0.66594,             0.00098228,             0.00098228,             0.00098228
                    260,                 0.5923,                 1.9131,                 0.4136,                0.40068,                0.89893,                0.98531,                      1,                  0.995,                 0.8955,                0.98531,                      1,                  0.995,                0.76872,                0.58044,                 0.7849,                0.27489,                0.28713,                0.68858,             0.00097832,             0.00097832,             0.00097832
                    261,                0.51421,                 1.7458,                0.35472,                0.35523,                0.89433,                0.98558,                      1,                  0.995,                0.84454,                0.98558,                      1,                  0.995,                0.76594,                0.63426,                0.76891,                 0.2744,                0.29306,                0.70848,             0.00097436,             0.00097436,             0.00097436
                    262,                0.56141,                 1.6258,                0.37196,                0.36991,                0.87844,                0.98582,                      1,                  0.995,                0.85524,                0.98582,                      1,                  0.995,                0.74518,                0.65105,                0.76628,                0.26951,                0.30868,                0.71398,              0.0009704,              0.0009704,              0.0009704
                    263,                0.53912,                 1.6281,                0.36499,                0.36056,                0.87537,                0.98576,                      1,                  0.995,                 0.8955,                0.98576,                      1,                  0.995,                0.78544,                0.60821,                0.73106,                0.26711,                0.28791,                0.69773,             0.00096644,             0.00096644,             0.00096644
                    264,                0.60062,                  1.599,                0.34519,                0.40111,                0.88655,                0.98568,                      1,                  0.995,                0.83365,                0.98568,                      1,                  0.995,                0.78683,                0.61418,                0.80402,                0.26219,                  0.261,                0.71372,             0.00096248,             0.00096248,             0.00096248
                    265,                0.54558,                  1.572,                0.36009,                0.37242,                 0.8749,                0.98576,                      1,                  0.995,                0.83503,                0.98576,                      1,                  0.995,                0.83541,                0.61441,                0.73663,                0.26169,                0.27789,                0.71471,             0.00095852,             0.00095852,             0.00095852
                    266,                0.58756,                 1.5689,                0.37111,                0.36395,                0.90428,                0.98604,                      1,                  0.995,                0.86923,                0.98604,                      1,                  0.995,                0.79433,                0.58591,                  0.693,                0.26172,                0.27646,                0.69202,             0.00095456,             0.00095456,             0.00095456
                    267,                0.54973,                 1.5341,                0.35685,                0.38166,                 0.8745,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.77488,                 0.5654,                0.77661,                0.26214,                0.27146,                0.68338,              0.0009506,              0.0009506,              0.0009506
                    268,                0.49802,                 1.3992,                 0.3594,                0.32593,                 0.8578,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.78544,                0.53025,                0.79447,                0.26155,                0.24929,                0.67074,             0.00094664,             0.00094664,             0.00094664
                    269,                0.52962,                 1.7751,                0.36054,                0.37682,                0.87127,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.78544,                0.52391,                0.79092,                0.26192,                0.23458,                 0.6693,             0.00094268,             0.00094268,             0.00094268
                    270,                0.52209,                  2.074,                0.39452,                0.34562,                0.87617,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.78544,                0.54528,                0.79563,                0.26313,                0.23382,                0.68031,             0.00093872,             0.00093872,             0.00093872
                    271,                0.54541,                 2.1087,                0.36279,                0.37477,                0.91426,                      1,                      1,                  0.995,                0.88494,                      1,                      1,                  0.995,                0.74094,                0.61374,                0.84215,                0.26741,                 0.2798,                0.71054,             0.00093476,             0.00093476,             0.00093476
                    272,                0.52436,                  1.642,                0.35613,                0.34168,                0.86092,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.77427,                0.56775,                0.77298,                 0.2605,                0.23704,                0.70834,              0.0009308,              0.0009308,              0.0009308
                    273,                0.57853,                 1.9647,                0.39665,                0.36486,                 0.8723,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.77427,                0.52233,                0.76648,                0.25921,                0.22681,                0.70269,             0.00092684,             0.00092684,             0.00092684
                    274,                 0.5854,                 2.1308,                0.36826,                0.39983,                0.93264,                0.98606,                      1,                  0.995,                0.92054,                0.98606,                      1,                  0.995,                0.81546,                0.48377,                0.72276,                0.25763,                0.22774,                0.68247,             0.00092288,             0.00092288,             0.00092288
                    275,                0.56075,                 1.5668,                0.36779,                0.34778,                0.86464,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.78588,                0.66962,                 0.8316,                0.26078,                 0.3446,                0.72105,             0.00091892,             0.00091892,             0.00091892
                    276,                0.53223,                 1.7314,                0.36078,                0.34351,                0.85869,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                 0.7965,                0.67246,                0.76756,                0.25878,                0.34123,                0.70937,             0.00091496,             0.00091496,             0.00091496
                    277,                0.56003,                 1.6514,                0.33562,                0.38019,                0.88767,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.75255,                0.67281,                0.81743,                0.25866,                0.35774,                0.70169,               0.000911,               0.000911,               0.000911
                    278,                0.58567,                 1.9866,                0.36801,                 0.3883,                0.90424,                      1,                      1,                  0.995,                0.81822,                      1,                      1,                  0.995,                0.73033,                0.73101,                0.89678,                0.26281,                0.36893,                0.72837,             0.00090704,             0.00090704,             0.00090704
                    279,                0.53656,                 1.9466,                0.39194,                  0.369,                0.90181,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.76316,                0.67674,                0.79185,                0.25715,                0.28474,                0.71768,             0.00090308,             0.00090308,             0.00090308
                    280,                0.53766,                 1.8223,                0.38906,                0.34964,                 0.8839,                0.98614,                      1,                  0.995,                 0.8955,                0.98614,                      1,                  0.995,                0.82939,                0.61397,                0.76523,                 0.2604,                0.27488,                0.69533,             0.00089912,             0.00089912,             0.00089912
                    281,                0.52731,                 1.4498,                0.34339,                0.35976,                0.86175,                0.98619,                      1,                  0.995,                 0.8955,                0.98619,                      1,                  0.995,                0.82939,                0.61247,                0.75983,                0.26007,                0.28218,                0.70588,             0.00089516,             0.00089516,             0.00089516
                    282,                0.52604,                 1.6544,                0.34044,                0.35422,                0.87059,                0.98629,                      1,                  0.995,                0.91778,                0.98629,                      1,                  0.995,                0.82939,                0.55333,                0.76863,                 0.2656,                0.26113,                0.70642,              0.0008912,              0.0008912,              0.0008912
                    283,                0.54302,                 1.6177,                0.34305,                0.37159,                0.86911,                 0.9864,                      1,                  0.995,                 0.8955,                 0.9864,                      1,                  0.995,                0.76035,                0.54313,                0.81802,                0.27629,                0.25074,                0.69664,             0.00088724,             0.00088724,             0.00088724
                    284,                0.49655,                 1.5809,                0.35694,                0.34963,                0.85302,                0.98613,                      1,                  0.995,                0.85711,                0.98613,                      1,                  0.995,                0.82939,                0.61687,                0.68807,                0.27899,                0.30764,                0.72085,             0.00088328,             0.00088328,             0.00088328
                    285,                0.50336,                 1.5985,                0.37234,                0.35538,                0.86557,                0.98608,                      1,                  0.995,                0.81269,                0.98608,                      1,                  0.995,                0.82939,                0.64825,                0.64011,                0.27622,                0.30696,                0.73765,             0.00087932,             0.00087932,             0.00087932
                    286,                0.49603,                 1.7717,                0.33672,                0.35716,                0.86284,                0.98622,                      1,                  0.995,                 0.8138,                0.98622,                      1,                  0.995,                 0.8316,                0.64452,                0.63791,                0.26904,                 0.3123,                0.74638,             0.00087536,             0.00087536,             0.00087536
                    287,                0.53475,                   1.37,                0.33457,                0.34987,                0.86318,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.84044,                0.49785,                0.64955,                0.26818,                 0.2629,                 0.6814,              0.0008714,              0.0008714,              0.0008714
                    288,                0.49508,                 1.3179,                0.32672,                0.33576,                0.88612,                0.98646,                      1,                  0.995,                0.91526,                0.98646,                      1,                  0.995,                0.84339,                0.44232,                0.65398,                 0.2687,                 0.2234,                0.65712,             0.00086744,             0.00086744,             0.00086744
                    289,                0.46631,                 1.6705,                 0.3547,                0.33799,                0.86627,                0.98637,                      1,                  0.995,                 0.9148,                0.98637,                      1,                  0.995,                0.84292,                0.42278,                0.68478,                0.26816,                0.21625,                0.64364,             0.00086348,             0.00086348,             0.00086348
                    290,                0.53658,                 1.6571,                0.33444,                0.38079,                0.88207,                0.98606,                      1,                  0.995,                0.91778,                0.98606,                      1,                  0.995,                0.79639,                 0.4227,                 0.7458,                0.26359,                0.24969,                0.65054,             0.00085952,             0.00085952,             0.00085952
                    291,                0.52151,                  1.586,                0.37786,                0.35032,                0.84774,                0.98423,                      1,                  0.995,                0.91778,                0.98423,                      1,                  0.995,                0.84594,                0.49044,                0.83225,                0.26835,                0.28299,                0.67116,             0.00085556,             0.00085556,             0.00085556
                    292,                0.57759,                 1.5418,                0.39939,                0.36447,                0.90909,                0.98277,                      1,                  0.995,                 0.8955,                0.98277,                      1,                  0.995,                0.77567,                0.55029,                0.73343,                0.27293,                0.29924,                0.69988,              0.0008516,              0.0008516,              0.0008516
                    293,                0.58138,                 1.9958,                0.35583,                0.39116,                0.89002,                0.98329,                      1,                  0.995,                 0.9164,                0.98329,                      1,                  0.995,                0.77567,                0.53238,                0.73821,                  0.274,                0.28139,                0.69378,             0.00084764,             0.00084764,             0.00084764
                    294,                0.52497,                 1.4267,                0.33871,                0.33324,                0.87628,                0.98568,                      1,                  0.995,                 0.8955,                0.98568,                      1,                  0.995,                0.77745,                0.49965,                0.74841,                0.27017,                0.21085,                0.69717,             0.00084368,             0.00084368,             0.00084368
                    295,                0.49792,                 1.8032,                0.37152,                0.33143,                0.87338,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                 0.7965,                0.52357,                0.77412,                0.26523,                0.21702,                0.71129,             0.00083972,             0.00083972,             0.00083972
                    296,                0.52048,                 1.5797,                0.35472,                0.34273,                0.88433,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                 0.7965,                0.49816,                0.71634,                0.26754,                0.22488,                0.69615,             0.00083576,             0.00083576,             0.00083576
                    297,                0.57146,                 2.4286,                 0.3722,                0.78834,                0.89022,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                 0.7965,                0.47513,                0.77588,                0.26796,                0.22323,                0.68557,              0.0008318,              0.0008318,              0.0008318
                    298,                0.52808,                 1.9176,                 0.3677,                 0.3586,                0.86979,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.78544,                0.50109,                 0.8247,                0.26238,                0.22348,                0.70132,             0.00082784,             0.00082784,             0.00082784
                    299,                0.50196,                 2.1652,                 0.3721,                0.34573,                 0.8545,                      1,                      1,                  0.995,                0.94006,                      1,                      1,                  0.995,                0.80766,                0.46465,                0.77543,                0.26143,                0.22961,                 0.6917,             0.00082388,             0.00082388,             0.00082388
                    300,                 0.5705,                 1.5568,                 0.3329,                0.39298,                0.91717,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                 0.7965,                0.54002,                0.78226,                0.26207,                0.28362,                0.69222,             0.00081992,             0.00081992,             0.00081992
                    301,                0.53366,                 1.3585,                0.33209,                0.36742,                0.85947,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.74094,                0.62339,                 0.8782,                0.26628,                0.29157,                0.71538,             0.00081596,             0.00081596,             0.00081596
                    302,                0.48938,                 1.4716,                0.34335,                0.31612,                0.86957,                      1,                      1,                  0.995,                0.86272,                      1,                      1,                  0.995,                0.74094,                0.67607,                0.94825,                0.27411,                0.27112,                 0.7262,               0.000812,               0.000812,               0.000812
                    303,                0.51723,                 1.6325,                0.34624,                0.33833,                0.84375,                      1,                      1,                  0.995,                0.86272,                      1,                      1,                  0.995,                0.81822,                0.59382,                0.81756,                0.27119,                0.26024,                0.69187,             0.00080804,             0.00080804,             0.00080804
                    304,                0.46754,                 1.2084,                0.33427,                0.31266,                0.86019,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.80766,                0.58298,                0.80096,                 0.2671,                0.26362,                0.71445,             0.00080408,             0.00080408,             0.00080408
                    305,                0.47628,                 1.6511,                0.33193,                0.33801,                0.86419,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.80766,                0.57339,                0.85233,                0.26636,                0.26591,                0.71612,             0.00080012,             0.00080012,             0.00080012
                    306,                0.47874,                 1.3288,                0.34938,                0.32132,                0.86825,                0.98581,                      1,                  0.995,                0.91219,                0.98581,                      1,                  0.995,                0.77983,                0.48991,                0.82767,                0.26778,                0.23285,                0.68845,             0.00079616,             0.00079616,             0.00079616
                    307,                0.51892,                 1.5973,                0.34695,                0.33643,                0.87811,                0.98524,                      1,                  0.995,                0.91219,                0.98524,                      1,                  0.995,                0.82939,                0.47686,                0.72615,                0.26851,                0.24272,                0.69139,              0.0007922,              0.0007922,              0.0007922
                    308,                0.49202,                 1.2573,                0.33483,                0.35009,                0.86128,                0.98542,                      1,                  0.995,                0.91219,                0.98542,                      1,                  0.995,                0.82939,                0.49355,                0.69206,                0.27009,                0.23851,                0.68634,             0.00078824,             0.00078824,             0.00078824
                    309,                0.49586,                 1.6892,                0.35774,                0.33869,                 0.8632,                0.98557,                      1,                  0.995,                 0.8955,                0.98557,                      1,                  0.995,                0.86264,                0.50009,                0.68535,                0.27054,                0.24101,                0.68147,             0.00078428,             0.00078428,             0.00078428
                    310,                0.47588,                 1.5722,                0.37309,                0.32745,                0.88051,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.87377,                0.53091,                0.68956,                0.27217,                0.27181,                0.68991,             0.00078032,             0.00078032,             0.00078032
                    311,                0.49024,                 1.4477,                0.33762,                0.32727,                0.87377,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.85155,                0.54616,                0.68801,                0.27612,                0.28611,                0.70127,             0.00077636,             0.00077636,             0.00077636
                    312,                0.55445,                 1.4821,                0.33384,                 0.3626,                0.90113,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.81822,                0.51251,                0.79979,                0.27269,                0.29455,                0.68128,              0.0007724,              0.0007724,              0.0007724
                    313,                0.48741,                 1.4913,                0.33681,                0.33415,                0.86444,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.51022,                0.76323,                 0.2744,                0.28884,                0.67679,             0.00076844,             0.00076844,             0.00076844
                    314,                0.46969,                  1.502,                0.36198,                0.32831,                0.85626,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.84044,                0.51111,                0.71304,                0.27578,                0.23186,                0.68252,             0.00076448,             0.00076448,             0.00076448
                    315,                0.52523,                 1.6026,                0.32341,                0.32877,                0.88198,                0.98576,                      1,                  0.995,                 0.8955,                0.98576,                      1,                  0.995,                0.86486,                0.53052,                0.73549,                0.27584,                0.23008,                 0.6936,             0.00076052,             0.00076052,             0.00076052
                    316,                0.51341,                 1.6471,                0.35007,                0.34897,                0.87885,                0.98549,                      1,                  0.995,                 0.8955,                0.98549,                      1,                  0.995,                0.86486,                0.54994,                0.62136,                0.27206,                0.26053,                0.69592,             0.00075656,             0.00075656,             0.00075656
                    317,                0.50997,                  1.728,                0.32921,                0.32154,                0.89741,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.87377,                0.53878,                0.64184,                0.26918,                0.27817,                0.69473,              0.0007526,              0.0007526,              0.0007526
                    318,                0.51254,                 1.1806,                0.30045,                0.34639,                0.90602,                      1,                      1,                  0.995,                0.85161,                      1,                      1,                  0.995,                0.77986,                0.66694,                 0.7639,                0.27456,                0.33658,                0.73547,             0.00074864,             0.00074864,             0.00074864
                    319,                0.49233,                 1.6919,                  0.367,                0.33993,                 0.8619,                0.98612,                      1,                  0.995,                0.84608,                0.98612,                      1,                  0.995,                 0.7025,                0.63708,                0.90302,                0.27435,                 0.3217,                0.72063,             0.00074468,             0.00074468,             0.00074468
                    320,                0.49259,                 1.4829,                0.30536,                0.33946,                0.88971,                0.98618,                      1,                  0.995,                0.84608,                0.98618,                      1,                  0.995,                0.72754,                0.58063,                0.86117,                0.26233,                 0.2742,                0.70369,             0.00074072,             0.00074072,             0.00074072
                    321,                0.48163,                 1.4851,                 0.3503,                0.31729,                0.87984,                      1,                      1,                  0.995,                0.87936,                      1,                      1,                  0.995,                0.75211,                0.59259,                 0.8818,                0.25801,                0.25621,                0.71057,             0.00073676,             0.00073676,             0.00073676
                    322,                0.48166,                  1.441,                0.32926,                0.31674,                0.85287,                      1,                      1,                  0.995,                0.94006,                      1,                      1,                  0.995,                0.80778,                0.49971,                0.76239,                0.25606,                 0.2362,                0.68244,              0.0007328,              0.0007328,              0.0007328
                    323,                0.52213,                 1.4258,                0.35958,                0.35477,                0.88373,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                 0.8238,                0.46578,                0.75877,                 0.2596,                0.23751,                0.66447,             0.00072884,             0.00072884,             0.00072884
                    324,                0.53537,                 1.5449,                0.32481,                 0.3675,                0.89283,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.84044,                0.47104,                0.76979,                0.25929,                0.25181,                0.66683,             0.00072488,             0.00072488,             0.00072488
                    325,                0.53396,                 1.7106,                0.32662,                0.36901,                0.91077,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.84044,                0.47502,                0.74013,                0.25878,                0.23181,                  0.674,             0.00072092,             0.00072092,             0.00072092
                    326,                0.50074,                 1.3399,                0.33734,                0.32871,                0.87468,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.81822,                0.49992,                0.71274,                0.25882,                0.24563,                0.68872,             0.00071696,             0.00071696,             0.00071696
                    327,                0.51106,                 1.2591,                0.35691,                0.32147,                0.83863,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.81822,                0.55038,                0.67275,                 0.2622,                0.25072,                0.69603,               0.000713,               0.000713,               0.000713
                    328,                0.48024,                 1.3335,                0.32407,                 0.3169,                0.88269,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.86272,                0.51926,                0.71227,                0.26307,                 0.2502,                0.68991,             0.00070904,             0.00070904,             0.00070904
                    329,                0.53229,                 1.5584,                0.33908,                0.33657,                0.89079,                      1,                      1,                  0.995,                0.91772,                      1,                      1,                  0.995,                0.78544,                 0.5071,                0.76211,                0.26324,                0.27555,                 0.6804,             0.00070508,             0.00070508,             0.00070508
