                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    122,                0.62605,                 2.4196,                0.42656,                0.42865,                0.92644,                 0.9853,                      1,                  0.995,                0.86781,                 0.9853,                      1,                  0.995,                0.75459,                0.55608,                 1.0635,                0.30559,                0.38423,                0.69684,              0.0015248,              0.0015248,              0.0015248
                    123,                0.59742,                 2.1618,                0.39085,                  2.759,                0.79407,                0.98465,                      1,                  0.995,                0.86509,                0.98465,                      1,                  0.995,                0.71318,                0.53581,                 1.0324,                0.29685,                0.31085,                0.68339,              0.0015208,              0.0015208,              0.0015208
                    124,                0.72291,                 2.4484,                0.43259,                0.48184,                0.94174,                0.97759,                      1,                  0.995,                 0.8955,                0.97759,                      1,                  0.995,                0.67121,                0.58749,                 1.1246,                0.29681,                 0.2922,                0.70228,              0.0015169,              0.0015169,              0.0015169
                    125,                0.68861,                 2.3808,                0.42837,                0.45831,                0.92194,                0.97379,                      1,                  0.995,                 0.8955,                0.97379,                      1,                  0.995,                0.67662,                0.58328,                 1.1329,                0.29796,                 0.2927,                0.69335,              0.0015129,              0.0015129,              0.0015129
                    126,                0.69909,                 2.3983,                0.46739,                 0.4512,                0.93012,                0.98515,                      1,                  0.995,                0.85711,                0.98515,                      1,                  0.995,                0.73591,                0.57083,                 1.1094,                0.29987,                0.28072,                0.67841,               0.001509,               0.001509,               0.001509
                    127,                0.66511,                 2.4709,                0.44903,                0.45508,                0.94134,                0.98489,                      1,                  0.995,                 0.8955,                0.98489,                      1,                  0.995,                0.61447,                0.58374,                  1.206,                0.29713,                 0.3314,                 0.7086,               0.001505,               0.001505,               0.001505
                    128,                0.67595,                  2.569,                0.44621,                0.47854,                0.92677,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.78561,                0.68005,                 1.1119,                0.30361,                0.37426,                0.74176,               0.001501,               0.001501,               0.001501
                    129,                0.60991,                 2.3634,                0.43538,                0.45382,                0.91213,                0.98488,                      1,                  0.995,                  0.796,                0.98488,                      1,                  0.995,                0.72831,                0.74477,                 1.1297,                0.30617,                0.38898,                0.76122,              0.0014971,              0.0014971,              0.0014971
                    130,                0.62983,                 2.1269,                0.41396,                0.43678,                0.92836,                0.98529,                      1,                  0.995,                0.84875,                0.98529,                      1,                  0.995,                0.79646,                0.63365,                 0.9102,                0.30646,                0.35234,                0.73506,              0.0014931,              0.0014931,              0.0014931
                    131,                0.61286,                 2.1487,                0.45802,                0.42341,                0.91598,                0.98544,                      1,                  0.995,                 0.8738,                0.98544,                      1,                  0.995,                0.81828,                0.52702,                0.82981,                0.30674,                0.29268,                0.70311,              0.0014892,              0.0014892,              0.0014892
                    132,                0.63675,                 2.5322,                0.45961,                0.41908,                0.91922,                0.98556,                      1,                  0.995,                0.85711,                0.98556,                      1,                  0.995,                 0.7743,                 0.5981,                 0.8949,                 0.3082,                0.29565,                0.71855,              0.0014852,              0.0014852,              0.0014852
                    133,                0.65343,                 2.0244,                0.48757,                0.53673,                0.94756,                0.98542,                      1,                  0.995,                0.82781,                0.98542,                      1,                  0.995,                0.77271,                0.63655,                0.87498,                0.30955,                0.39755,                0.74877,              0.0014812,              0.0014812,              0.0014812
                    134,                0.70347,                 2.7377,                0.43454,                0.46174,                0.94999,                      1,                      1,                  0.995,                0.85155,                      1,                      1,                  0.995,                0.74094,                0.64782,                 1.1059,                0.30835,                0.42027,                0.74568,              0.0014773,              0.0014773,              0.0014773
                    135,                0.62406,                 2.4168,                0.45242,                0.46278,                0.92225,                0.98526,                      1,                  0.995,                0.82939,                0.98526,                      1,                  0.995,                0.76314,                0.69755,                0.85719,                0.30538,                0.36681,                0.77144,              0.0014733,              0.0014733,              0.0014733
                    136,                0.63612,                 2.4212,                0.43544,                0.46216,                0.93658,                      1,                      1,                  0.995,                0.84044,                      1,                      1,                  0.995,                0.80766,                0.65201,                0.87718,                0.30984,                0.34328,                0.72929,              0.0014694,              0.0014694,              0.0014694
                    137,                0.61442,                 2.4828,                0.45252,                0.44825,                 0.9193,                0.98585,                      1,                  0.995,                0.82939,                0.98585,                      1,                  0.995,                0.73591,                0.70826,                 1.0905,                0.30272,                0.34703,                 0.7335,              0.0014654,              0.0014654,              0.0014654
                    138,                0.62927,                 2.3359,                0.45603,                0.44641,                0.91084,                0.98554,                      1,                  0.995,                  0.791,                0.98554,                      1,                  0.995,                0.73591,                0.75583,                 1.1866,                0.30226,                0.43529,                0.74715,              0.0014614,              0.0014614,              0.0014614
                    139,                0.66332,                 2.7212,                0.46747,                0.47018,                0.93958,                0.98464,                      1,                  0.995,                0.82939,                0.98464,                      1,                  0.995,                0.72989,                0.72641,                 1.2002,                0.29725,                0.35416,                0.73606,              0.0014575,              0.0014575,              0.0014575
                    140,                 0.6184,                 2.0941,                0.42543,                 0.4385,                0.92444,                0.98387,                      1,                  0.995,                0.93058,                0.98387,                      1,                  0.995,                0.68343,                0.56424,                 1.1254,                0.29478,                0.33049,                0.69212,              0.0014535,              0.0014535,              0.0014535
                    141,                0.62466,                 2.2599,                0.43992,                0.42505,                0.90039,                0.98412,                      1,                  0.995,                 0.8955,                0.98412,                      1,                  0.995,                0.76762,                0.53926,                0.84975,                0.29526,                0.31614,                0.68931,              0.0014496,              0.0014496,              0.0014496
                    142,                0.62318,                 2.1459,                 0.4218,                0.42644,                0.93858,                 0.9846,                      1,                  0.995,                0.91778,                 0.9846,                      1,                  0.995,                0.76314,                0.56346,                0.75563,                0.29568,                0.33034,                 0.7005,              0.0014456,              0.0014456,              0.0014456
                    143,                0.64363,                 2.4076,                0.44301,                0.45296,                0.90826,                0.98471,                      1,                  0.995,                0.81828,                0.98471,                      1,                  0.995,                0.77983,                0.71357,                0.80494,                 0.2869,                0.35173,                0.76917,              0.0014416,              0.0014416,              0.0014416
                    144,                0.63141,                 2.1257,                 0.4301,                0.42851,                0.95216,                0.98493,                      1,                  0.995,                0.87137,                0.98493,                      1,                  0.995,                0.73542,                0.66882,                 1.0072,                0.29185,                0.37602,                0.73105,              0.0014377,              0.0014377,              0.0014377
                    145,                 0.6191,                 2.1363,                 0.4127,                0.41987,                0.91869,                      1,                      1,                  0.995,                0.90153,                      1,                      1,                  0.995,                0.77427,                 0.6453,                0.97635,                0.29063,                0.34202,                0.72234,              0.0014337,              0.0014337,              0.0014337
                    146,                0.60413,                 2.4368,                0.47039,                0.41919,                0.91341,                      1,                      1,                  0.995,                0.92331,                      1,                      1,                  0.995,                0.74094,                0.52186,                 1.2149,                0.28774,                0.26063,                0.68578,              0.0014298,              0.0014298,              0.0014298
                    147,                0.64437,                 2.4655,                0.43894,                0.46475,                0.90917,                      1,                      1,                  0.995,                0.94006,                      1,                      1,                  0.995,                0.61922,                0.49043,                 1.1918,                0.29083,                 0.3386,                0.67795,              0.0014258,              0.0014258,              0.0014258
                    148,                0.63191,                 2.2019,                0.44954,                0.44841,                0.91322,                0.98539,                      1,                  0.995,                0.85571,                0.98539,                      1,                  0.995,                0.77152,                0.56336,                0.94924,                0.29202,                 0.3601,                0.69714,              0.0014218,              0.0014218,              0.0014218
                    149,                0.63277,                 2.1074,                0.43861,                0.44289,                0.91444,                0.98547,                      1,                  0.995,                0.85524,                0.98547,                      1,                  0.995,                0.78544,                0.60708,                0.90062,                0.28775,                0.35222,                0.72305,              0.0014179,              0.0014179,              0.0014179
                    150,                0.58713,                 2.1965,                0.47267,                0.41558,                0.90373,                0.98544,                      1,                  0.995,                0.93121,                0.98544,                      1,                  0.995,                0.73924,                0.52674,                0.94091,                0.28746,                0.30381,                0.70758,              0.0014139,              0.0014139,              0.0014139
                    151,                0.61818,                 2.3383,                0.42755,                0.45032,                0.93553,                0.98533,                      1,                  0.995,                0.93349,                0.98533,                      1,                  0.995,                0.82537,                0.52267,                0.87343,                0.29056,                0.27288,                0.67881,                0.00141,                0.00141,                0.00141
                    152,                0.69465,                 2.0778,                0.40944,                0.47663,                0.96797,                0.98551,                      1,                  0.995,                0.87305,                0.98551,                      1,                  0.995,                0.67367,                0.59865,                 1.0396,                0.29167,                0.31482,                0.70978,               0.001406,               0.001406,               0.001406
                    153,                0.67912,                 2.0865,                0.44718,                0.45947,                0.95484,                0.98568,                      1,                  0.995,                0.87556,                0.98568,                      1,                  0.995,                0.72712,                0.55675,                0.93222,                0.29265,                0.31231,                0.69503,               0.001402,               0.001402,               0.001402
                    154,                0.65483,                 2.4514,                0.50144,                0.47073,                0.96879,                0.98552,                      1,                  0.995,                0.90555,                0.98552,                      1,                  0.995,                0.76155,                0.56199,                 0.8862,                0.29227,                0.30957,                0.69732,              0.0013981,              0.0013981,              0.0013981
                    155,                0.62303,                 2.1076,                0.43506,                 0.4502,                0.92954,                0.98456,                      1,                  0.995,                 0.9142,                0.98456,                      1,                  0.995,                0.75593,                0.54242,                0.90872,                0.29483,                0.29893,                0.68542,              0.0013941,              0.0013941,              0.0013941
                    156,                0.59166,                 2.0409,                 0.4649,                0.41146,                0.91459,                0.97056,                      1,                  0.995,                 0.8955,                0.97056,                      1,                  0.995,                0.75518,                 0.4993,                0.88856,                0.29413,                0.41058,                0.66937,              0.0013902,              0.0013902,              0.0013902
                    157,                0.58563,                  1.939,                0.38391,                0.40956,                0.91703,                0.96229,                      1,                  0.995,                0.91369,                0.96229,                      1,                  0.995,                0.75491,                0.47198,                0.92931,                 0.2929,                 0.4787,                0.66858,              0.0013862,              0.0013862,              0.0013862
                    158,                0.68254,                 2.0149,                0.42032,                0.45653,                 0.9123,                0.97884,                      1,                  0.995,                 0.8955,                0.97884,                      1,                  0.995,                0.72289,                0.53413,                0.97252,                0.28844,                0.41272,                0.69382,              0.0013822,              0.0013822,              0.0013822
                    159,                0.63308,                 1.9695,                0.41042,                0.45784,                0.92411,                0.98314,                      1,                  0.995,                 0.8955,                0.98314,                      1,                  0.995,                0.72395,                0.53451,                 1.0514,                0.28278,                0.33616,                0.70316,              0.0013783,              0.0013783,              0.0013783
                    160,                0.64857,                 2.3115,                0.41513,                0.45295,                 0.9302,                0.97338,                      1,                  0.995,                 0.8955,                0.97338,                      1,                  0.995,                0.70242,                0.53795,                 1.0315,                0.28006,                0.52053,                0.71573,              0.0013743,              0.0013743,              0.0013743
                    161,                0.61741,                 2.2232,                 0.4361,                0.43698,                0.89577,                0.97891,                      1,                  0.995,                 0.8955,                0.97891,                      1,                  0.995,                0.78871,                0.52548,                0.91546,                0.28054,                0.38705,                0.70313,              0.0013704,              0.0013704,              0.0013704
                    162,                0.60454,                 2.0975,                0.42307,                0.42295,                0.91228,                0.98506,                      1,                  0.995,                0.82344,                0.98506,                      1,                  0.995,                0.82344,                0.65204,                0.80192,                0.28503,                0.38309,                0.75911,              0.0013664,              0.0013664,              0.0013664
                    163,                0.67058,                 1.7585,                0.43486,                0.43823,                0.92527,                      1,                      1,                  0.995,                0.84044,                      1,                      1,                  0.995,                0.77488,                0.66627,                 0.9696,                0.28589,                0.39866,                0.74602,              0.0013624,              0.0013624,              0.0013624
                    164,                0.61393,                 2.1303,                0.42921,                0.42327,                0.90479,                0.98501,                      1,                  0.995,                0.91778,                0.98501,                      1,                  0.995,                0.74106,                0.50895,                 1.0499,                0.28573,                0.39797,                0.70427,              0.0013585,              0.0013585,              0.0013585
                    165,                 0.5764,                 1.7533,                0.39646,                0.38284,                0.87778,                 0.9849,                      1,                  0.995,                 0.8955,                 0.9849,                      1,                  0.995,                0.74106,                0.51271,                0.94252,                0.28503,                0.40514,                0.70667,              0.0013545,              0.0013545,              0.0013545
                    166,                0.57764,                 1.9364,                0.40841,                0.41753,                0.91241,                0.98526,                      1,                  0.995,                 0.8955,                0.98526,                      1,                  0.995,                0.77456,                0.62553,                 1.0677,                0.28522,                0.37353,                0.73177,              0.0013506,              0.0013506,              0.0013506
                    167,                0.57881,                 2.0198,                 0.4448,                0.41119,                0.89928,                0.98461,                      1,                  0.995,                 0.8955,                0.98461,                      1,                  0.995,                0.77785,                0.59225,                 1.1207,                0.28383,                0.31072,                0.70066,              0.0013466,              0.0013466,              0.0013466
                    168,                0.62514,                 2.2661,                0.44077,                0.44538,                0.91199,                0.98482,                      1,                  0.995,                 0.8955,                0.98482,                      1,                  0.995,                0.66921,                0.52642,                 1.0868,                 0.2858,                0.28235,                0.67681,              0.0013426,              0.0013426,              0.0013426
                    169,                0.66711,                 1.8957,                0.39966,                0.42249,                0.92514,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.73033,                0.54753,                 1.1308,                0.28493,                0.25779,                0.69425,              0.0013387,              0.0013387,              0.0013387
                    170,                0.69727,                 1.8328,                0.41739,                0.43379,                0.89259,                0.98581,                      1,                  0.995,                 0.8955,                0.98581,                      1,                  0.995,                  0.708,                 0.5782,                 1.0761,                0.28693,                0.30193,                0.68806,              0.0013347,              0.0013347,              0.0013347
                    171,                0.59245,                 2.7649,                 0.5362,                 0.4725,                0.94193,                0.98584,                      1,                  0.995,                 0.8888,                0.98584,                      1,                  0.995,                0.62759,                0.52601,                 1.2013,                0.28655,                0.26955,                0.68176,              0.0013308,              0.0013308,              0.0013308
                    172,                0.60386,                 1.9942,                0.40416,                0.42036,                0.91697,                0.98525,                      1,                  0.995,                 0.8955,                0.98525,                      1,                  0.995,                0.73926,                0.60507,                0.99664,                0.28685,                0.31528,                 0.7048,              0.0013268,              0.0013268,              0.0013268
                    173,                0.61954,                 1.8266,                0.41363,                0.42395,                0.89875,                0.98493,                      1,                  0.995,                 0.8955,                0.98493,                      1,                  0.995,                0.79863,                0.59414,                0.94997,                0.28886,                0.30786,                0.70224,              0.0013228,              0.0013228,              0.0013228
                    174,                  0.661,                 2.1066,                0.44453,                0.47877,                0.94233,                0.98474,                      1,                  0.995,                 0.8955,                0.98474,                      1,                  0.995,                0.76352,                0.69147,                 1.0064,                0.29018,                0.35668,                0.75214,              0.0013189,              0.0013189,              0.0013189
                    175,                0.63671,                 1.9074,                0.40301,                0.42292,                0.92687,                0.98492,                      1,                  0.995,                 0.8955,                0.98492,                      1,                  0.995,                0.80471,                0.63848,                0.85365,                0.29305,                0.33632,                0.72763,              0.0013149,              0.0013149,              0.0013149
                    176,                 0.5877,                  2.113,                 0.4249,                0.39101,                0.88097,                0.98496,                      1,                  0.995,                0.85456,                0.98496,                      1,                  0.995,                0.77268,                0.60742,                0.95746,                0.29409,                0.33394,                0.72214,               0.001311,               0.001311,               0.001311
                    177,                0.57861,                 1.8563,                0.41347,                0.41316,                0.91016,                0.98472,                      1,                  0.995,                0.85991,                0.98472,                      1,                  0.995,                0.77987,                0.64167,                0.86612,                0.29417,                0.34821,                0.73225,               0.001307,               0.001307,               0.001307
                    178,                0.59161,                 2.3045,                0.45041,                0.40192,                 0.8973,                0.98611,                      1,                  0.995,                 0.8955,                0.98611,                      1,                  0.995,                0.85711,                 0.5541,                0.90028,                0.29454,                0.33438,                0.69484,               0.001303,               0.001303,               0.001303
                    179,                0.56637,                 1.7967,                0.40716,                0.40032,                0.89462,                0.98616,                      1,                  0.995,                0.86671,                0.98616,                      1,                  0.995,                 0.8169,                0.57917,                0.95577,                0.29927,                0.38682,                0.69236,              0.0012991,              0.0012991,              0.0012991
                    180,                  0.701,                 2.1838,                0.39529,                 0.7491,                 1.0024,                 0.9855,                      1,                  0.995,                0.86585,                 0.9855,                      1,                  0.995,                0.76635,                0.57601,                0.92971,                0.29981,                0.37618,                 0.7159,              0.0012951,              0.0012951,              0.0012951
                    181,                0.62595,                 2.2168,                0.41443,                0.43051,                0.93847,                0.98566,                      1,                  0.995,                0.86509,                0.98566,                      1,                  0.995,                0.78489,                0.56566,                 0.8396,                0.29656,                 0.3315,                0.70861,              0.0012912,              0.0012912,              0.0012912
                    182,                0.64926,                 2.0635,                0.41314,                0.43553,                 0.9078,                  0.986,                      1,                  0.995,                0.83687,                  0.986,                      1,                  0.995,                0.78718,                0.62237,                0.78358,                0.29042,                0.31841,                0.74749,              0.0012872,              0.0012872,              0.0012872
                    183,                0.58444,                 2.0543,                0.39687,                0.38109,                 0.8908,                0.98591,                      1,                  0.995,                0.87102,                0.98591,                      1,                  0.995,                0.87102,                0.54486,                0.66844,                0.28939,                0.29189,                 0.7332,              0.0012832,              0.0012832,              0.0012832
                    184,                0.67649,                 1.8801,                0.41601,                0.43422,                0.91363,                0.98423,                      1,                  0.995,                 0.8955,                0.98423,                      1,                  0.995,                0.83123,                0.54716,                0.76191,                 0.2922,                0.29306,                 0.7114,              0.0012793,              0.0012793,              0.0012793
                    185,                0.65995,                 2.3291,                0.39877,                0.40901,                 1.0191,                0.98255,                      1,                  0.995,                0.86824,                0.98255,                      1,                  0.995,                0.86824,                0.59423,                0.63347,                0.29265,                0.30264,                 0.7046,              0.0012753,              0.0012753,              0.0012753
                    186,                0.60568,                 2.0273,                0.37971,                0.42836,                0.90979,                0.98545,                      1,                  0.995,                0.82939,                0.98545,                      1,                  0.995,                0.73591,                 0.6904,                 0.8706,                0.28831,                0.32941,                 0.7488,              0.0012714,              0.0012714,              0.0012714
                    187,                0.57559,                 1.9561,                0.38712,                0.41799,                0.89681,                0.98551,                      1,                  0.995,                0.85524,                0.98551,                      1,                  0.995,                0.81498,                0.68177,                0.78251,                0.28711,                0.35726,                0.74542,              0.0012674,              0.0012674,              0.0012674
                    188,                 0.6274,                 1.8482,                0.39403,                0.41453,                0.90492,                0.98548,                      1,                  0.995,                 0.8955,                0.98548,                      1,                  0.995,                0.81498,                0.66136,                0.74578,                0.28235,                0.33739,                0.74947,              0.0012634,              0.0012634,              0.0012634
                    189,                0.55951,                 1.9694,                0.39631,                0.37252,                0.88759,                 0.9854,                      1,                  0.995,                 0.8955,                 0.9854,                      1,                  0.995,                0.79265,                0.62377,                0.72312,                0.28052,                0.29283,                0.73387,              0.0012595,              0.0012595,              0.0012595
                    190,                0.59579,                 2.0558,                0.41047,                0.39315,                0.88161,                0.98571,                      1,                  0.995,                 0.8955,                0.98571,                      1,                  0.995,                0.77983,                0.57828,                 0.7103,                 0.2801,                0.31111,                0.71152,              0.0012555,              0.0012555,              0.0012555
                    191,                0.60206,                 2.0425,                0.41685,                0.42354,                0.92087,                      1,                      1,                  0.995,                0.94006,                      1,                      1,                  0.995,                0.84044,                0.49547,                0.75132,                0.27332,                0.27327,                0.67439,              0.0012516,              0.0012516,              0.0012516
                    192,                 0.6951,                 2.3419,                 0.4123,                0.43908,                  0.952,                0.98541,                      1,                  0.995,                 0.8955,                0.98541,                      1,                  0.995,                  0.791,                0.53869,                0.76548,                0.27233,                0.27487,                0.68344,              0.0012476,              0.0012476,              0.0012476
                    193,                0.64566,                 1.9302,                 0.4247,                0.44393,                0.92752,                0.98493,                      1,                  0.995,                0.85631,                0.98493,                      1,                  0.995,                0.78862,                 0.6149,                 0.7619,                0.27909,                0.32256,                0.71646,              0.0012436,              0.0012436,              0.0012436
                    194,                0.62219,                 2.2369,                0.40129,                 0.3792,                0.90184,                0.98368,                      1,                  0.995,                 0.8257,                0.98368,                      1,                  0.995,                0.78544,                0.74184,                0.85066,                0.28077,                0.39534,                0.76896,              0.0012397,              0.0012397,              0.0012397
                    195,                0.63416,                 1.8498,                0.39025,                0.45025,                0.88984,                0.98519,                      1,                  0.995,                0.82079,                0.98519,                      1,                  0.995,                0.77804,                0.68902,                0.95747,                0.27791,                0.33108,                0.74036,              0.0012357,              0.0012357,              0.0012357
                    196,                0.60019,                 1.8191,                0.38683,                0.39356,                0.89695,                0.98547,                      1,                  0.995,                 0.8955,                0.98547,                      1,                  0.995,                0.78267,                0.56057,                 0.8061,                0.28311,                0.31225,                0.69658,              0.0012318,              0.0012318,              0.0012318
                    197,                0.60414,                 1.7537,                0.40616,                0.39882,                 0.8869,                0.98574,                      1,                  0.995,                 0.8955,                0.98574,                      1,                  0.995,                0.78267,                0.57269,                0.77417,                0.28595,                0.30329,                0.68723,              0.0012278,              0.0012278,              0.0012278
                    198,                0.57234,                 1.7424,                0.37555,                0.39675,                  0.918,                  0.986,                      1,                  0.995,                0.85524,                  0.986,                      1,                  0.995,                0.77059,                0.57682,                0.84747,                0.28791,                 0.3026,                0.67929,              0.0012238,              0.0012238,              0.0012238
                    199,                0.61938,                 1.6156,                0.43735,                0.40209,                0.90931,                      1,                      1,                  0.995,                0.91828,                      1,                      1,                  0.995,                0.78544,                0.51555,                0.83265,                0.28234,                0.28036,                0.67043,              0.0012199,              0.0012199,              0.0012199
                    200,                0.61335,                 1.8059,                0.41257,                  0.387,                0.88571,                0.98538,                      1,                  0.995,                 0.8955,                0.98538,                      1,                  0.995,                 0.7743,                0.57109,                0.85515,                0.28229,                0.27853,                0.70352,              0.0012159,              0.0012159,              0.0012159
                    201,                0.67979,                 1.9618,                 0.3831,                0.45379,                0.93687,                0.98504,                      1,                  0.995,                 0.8955,                0.98504,                      1,                  0.995,                0.72989,                0.60424,                0.99977,                0.27987,                0.30197,                0.70397,               0.001212,               0.001212,               0.001212
                    202,                0.61651,                 2.0195,                0.40713,                0.41991,                0.95053,                0.98371,                      1,                  0.995,                0.85711,                0.98371,                      1,                  0.995,                0.81269,                0.64887,                0.93751,                0.28777,                 0.3295,                0.73383,               0.001208,               0.001208,               0.001208
                    203,                 0.5792,                 1.9874,                0.39553,                0.41929,                 0.8862,                0.98474,                      1,                  0.995,                 0.8955,                0.98474,                      1,                  0.995,                0.84055,                0.61464,                0.77327,                0.28762,                0.31619,                0.71222,               0.001204,               0.001204,               0.001204
                    204,                0.59297,                  2.361,                0.37323,                0.40656,                0.89712,                0.98586,                      1,                  0.995,                 0.8955,                0.98586,                      1,                  0.995,                 0.6915,                0.62657,                 1.0291,                0.28559,                0.33115,                0.69789,              0.0012001,              0.0012001,              0.0012001
                    205,                0.60156,                 2.0113,                0.41397,                0.39608,                0.92871,                      1,                      1,                  0.995,                0.86272,                      1,                      1,                  0.995,                0.76316,                0.65148,                0.91048,                0.28822,                0.26888,                0.70951,              0.0011961,              0.0011961,              0.0011961
                    206,                0.60063,                 1.9405,                0.38502,                0.39628,                0.91958,                0.98583,                      1,                  0.995,                0.85711,                0.98583,                      1,                  0.995,                  0.791,                0.68526,                0.70377,                0.28591,                0.28648,                 0.7557,              0.0011922,              0.0011922,              0.0011922
                    207,                0.59306,                 1.9484,                 0.3895,                0.40097,                0.90751,                0.98597,                      1,                  0.995,                0.81269,                0.98597,                      1,                  0.995,                0.82939,                  0.702,                0.70447,                0.28812,                0.30668,                0.77702,              0.0011882,              0.0011882,              0.0011882
