                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     97,                0.67837,                 5.2352,                0.46392,                0.46557,                0.93346,                0.98111,                      1,                  0.995,                 0.8955,                      0,                      0,                      0,                      0,                0.56534,                 5.1393,                0.20406,                0.48257,                 0.8073,              0.0016198,              0.0016198,              0.0016198
                     98,                0.57884,                  4.785,                 0.4887,                0.43211,                0.88273,                0.98126,                      1,                  0.995,                 0.8955,                      0,                      0,                      0,                      0,                0.58814,                 6.2926,                0.19402,                0.39296,                0.83765,              0.0016159,              0.0016159,              0.0016159
                     99,                0.59757,                 4.5435,                0.48137,                0.47001,                0.88829,                0.98015,                      1,                  0.995,                 0.8955,                0.49047,                    0.5,                0.49597,                0.24798,                 0.6397,                  3.719,                 0.2148,                0.44269,                0.90211,              0.0016119,              0.0016119,              0.0016119
                    100,                0.75592,                 4.6627,                0.48272,                0.49025,                0.99514,                0.97851,                      1,                  0.995,                0.84601,                0.97851,                      1,                  0.995,                0.44905,                0.67729,                 2.8883,                0.22779,                0.45037,                0.89637,               0.001608,               0.001608,               0.001608
                    101,                0.64853,                 4.5705,                0.49597,                0.43652,                0.93709,                0.97851,                      1,                  0.995,                0.84601,                0.97851,                      1,                  0.995,                0.44905,                0.67729,                 2.8883,                0.22779,                0.45037,                0.89637,               0.001604,               0.001604,               0.001604
                    102,                0.68574,                 4.4822,                0.48101,                 0.4641,                0.91596,                0.96928,                      1,                  0.995,                 0.8955,                0.96928,                      1,                  0.995,                0.50379,                0.51954,                   2.31,                0.22875,                 0.4028,                0.79682,                 0.0016,                 0.0016,                 0.0016
                    103,                0.56373,                  3.893,                0.45693,                0.43719,                0.87513,                0.98105,                      1,                  0.995,                 0.8955,                0.98105,                      1,                  0.995,                0.39955,                  0.508,                 2.5318,                  0.224,                0.37589,                0.79203,              0.0015961,              0.0015961,              0.0015961
                    104,                0.67167,                 4.4775,                0.46874,                 0.4616,                0.91203,                0.98165,                      1,                  0.995,                 0.8955,                0.98165,                      1,                  0.995,                0.30264,                0.50294,                 2.5775,                0.21192,                0.36232,                0.77728,              0.0015921,              0.0015921,              0.0015921
                    105,                 0.5929,                 4.2848,                0.48289,                0.44596,                0.90385,                0.98165,                      1,                  0.995,                 0.8955,                0.98165,                      1,                  0.995,                0.30264,                0.50294,                 2.5775,                0.21192,                0.36232,                0.77728,              0.0015882,              0.0015882,              0.0015882
                    106,                0.71617,                 4.4833,                0.45765,                0.47675,                0.93865,                0.97251,                      1,                  0.995,                 0.8955,                0.97251,                      1,                  0.995,                0.35228,                0.48491,                 2.7186,                0.20944,                0.40247,                0.76216,              0.0015842,              0.0015842,              0.0015842
                    107,                0.60788,                 4.1126,                0.48965,                0.44212,                0.92815,                 0.9337,                      1,                  0.995,                 0.8955,                 0.9337,                      1,                  0.995,                0.39962,                0.48474,                 3.0457,                0.21308,                0.65858,                0.77236,              0.0015802,              0.0015802,              0.0015802
                    108,                 0.6276,                 4.3773,                0.44064,                0.44423,                0.89461,                0.97705,                      1,                  0.995,                 0.8955,                0.49355,                    0.5,                    0.5,                   0.25,                0.54647,                  3.169,                0.22075,                0.49682,                0.83896,              0.0015763,              0.0015763,              0.0015763
                    109,                0.69582,                 4.7439,                0.50791,                0.48155,                0.93829,                0.97705,                      1,                  0.995,                 0.8955,                0.49355,                    0.5,                    0.5,                   0.25,                0.54647,                  3.169,                0.22075,                0.49682,                0.83896,              0.0015723,              0.0015723,              0.0015723
                    110,                0.68278,                 4.9847,                0.49108,                0.48076,                0.92934,                0.97605,                      1,                  0.995,                 0.8955,                0.97605,                      1,                  0.995,                0.45035,                0.55175,                 2.4137,                0.21949,                0.42238,                0.82417,              0.0015684,              0.0015684,              0.0015684
                    111,                 0.6684,                  4.307,                0.48267,                0.47296,                0.89132,                0.97558,                      1,                  0.995,                0.94552,                0.97558,                      1,                  0.995,                0.29904,                0.51239,                 2.6861,                0.22251,                0.39745,                0.79676,              0.0015644,              0.0015644,              0.0015644
                    112,                0.68341,                 4.3975,                0.48272,                0.48379,                0.96367,                0.97477,                      1,                  0.995,                0.94528,                0.97477,                      1,                  0.995,                0.34833,                0.47246,                  2.433,                0.22401,                0.35647,                0.77646,              0.0015604,              0.0015604,              0.0015604
                    113,                0.69006,                 4.7884,                 0.4264,                0.46276,                0.93414,                0.97477,                      1,                  0.995,                0.94528,                0.97477,                      1,                  0.995,                0.34833,                0.47246,                  2.433,                0.22401,                0.35647,                0.77646,              0.0015565,              0.0015565,              0.0015565
                    114,                0.66557,                 3.8836,                0.45734,                0.44768,                0.94056,                0.96795,                      1,                  0.995,                0.94537,                0.96795,                      1,                  0.995,                0.44862,                0.47092,                 2.2525,                0.22053,                0.46768,                0.76533,              0.0015525,              0.0015525,              0.0015525
                    115,                0.65337,                 4.5137,                0.48223,                0.45642,                0.92912,                0.95035,                      1,                  0.995,                 0.8955,                0.95035,                      1,                  0.995,                0.55046,                0.52867,                 2.1587,                0.22672,                 0.5539,                0.79533,              0.0015486,              0.0015486,              0.0015486
                    116,                0.62563,                 4.6029,                0.48451,                0.46371,                 0.9087,                0.93216,                      1,                  0.995,                0.94598,                0.93216,                      1,                  0.995,                  0.398,                0.46911,                 2.8546,                0.24238,                0.68575,                0.79209,              0.0015446,              0.0015446,              0.0015446
                    117,                0.58608,                 4.2663,                0.47401,                0.46384,                0.93289,                0.93216,                      1,                  0.995,                0.94598,                0.93216,                      1,                  0.995,                  0.398,                0.46911,                 2.8546,                0.24238,                0.68575,                0.79209,              0.0015406,              0.0015406,              0.0015406
                    118,                0.57813,                 4.5513,                0.46354,                0.46342,                0.88228,                0.91925,                      1,                  0.995,                  0.995,                0.91925,                      1,                  0.995,                 0.0995,                0.44045,                 3.4109,                0.23943,                0.74963,                0.76932,              0.0015367,              0.0015367,              0.0015367
                    119,                0.63013,                 4.2744,                0.45105,                0.42929,                0.91638,                0.93286,                      1,                  0.995,                0.94696,                0.93286,                      1,                  0.995,                0.15096,                0.46258,                  2.951,                0.22512,                 0.6447,                0.78224,              0.0015327,              0.0015327,              0.0015327
                    120,                0.62221,                 4.5334,                0.49106,                0.46331,                0.89931,                0.96476,                      1,                  0.995,                 0.8955,                0.96476,                      1,                  0.995,                0.30264,                0.55545,                 2.7013,                0.22463,                0.53811,                0.84075,              0.0015288,              0.0015288,              0.0015288
                    121,                0.59939,                 4.1468,                0.50191,                0.43926,                0.90461,                0.96476,                      1,                  0.995,                 0.8955,                0.96476,                      1,                  0.995,                0.30264,                0.55545,                 2.7013,                0.22463,                0.53811,                0.84075,              0.0015248,              0.0015248,              0.0015248
                    122,                0.58091,                  4.753,                0.53098,                0.48724,                0.91226,                 0.9572,                      1,                  0.995,                 0.8955,                 0.9572,                      1,                  0.995,                0.45246,                0.57404,                 2.5811,                0.22625,                0.56503,                0.85217,              0.0015208,              0.0015208,              0.0015208
                    123,                0.64365,                 4.1085,                0.46819,                0.45777,                 0.9187,                0.94542,                      1,                  0.995,                 0.8955,                0.94542,                      1,                  0.995,                0.50875,                0.51868,                 2.2714,                0.21663,                 0.5368,                0.81832,              0.0015169,              0.0015169,              0.0015169
                    124,                0.67618,                 4.3085,                0.48097,                0.47496,                 0.9516,                0.93354,                      1,                  0.995,                 0.8955,                0.93354,                      1,                  0.995,                  0.454,                 0.5061,                 2.5085,                0.20128,                0.57037,                0.81118,              0.0015129,              0.0015129,              0.0015129
                    125,                0.57786,                 4.2795,                0.49028,                 0.4318,                0.91563,                0.93354,                      1,                  0.995,                 0.8955,                0.93354,                      1,                  0.995,                  0.454,                 0.5061,                 2.5085,                0.20128,                0.57037,                0.81118,               0.001509,               0.001509,               0.001509
                    126,                0.59006,                 4.4021,                0.47643,                0.44792,                0.92101,                0.94263,                      1,                  0.995,                 0.8955,                0.94263,                      1,                  0.995,                0.45631,                0.53822,                 2.7326,                0.19652,                0.56061,                0.84677,               0.001505,               0.001505,               0.001505
                    127,                0.59604,                 4.3069,                0.50654,                0.47317,                0.91677,                0.92577,                      1,                  0.995,                0.84709,                0.92577,                      1,                  0.995,                0.50556,                0.58115,                 2.6704,                0.20049,                0.65739,                0.89182,               0.001501,               0.001501,               0.001501
                    128,                0.62359,                 3.3086,                0.43654,                0.42804,                0.93736,                0.89805,                      1,                  0.995,                0.84692,                0.89805,                      1,                  0.995,                0.50217,                0.59871,                 2.5682,                0.19807,                0.69646,                0.90286,              0.0014971,              0.0014971,              0.0014971
                    129,                0.57847,                 4.1345,                0.50652,                0.45699,                  0.888,                0.89805,                      1,                  0.995,                0.84692,                0.89805,                      1,                  0.995,                0.50217,                0.59871,                 2.5682,                0.19807,                0.69646,                0.90286,              0.0014931,              0.0014931,              0.0014931
                    130,                0.56656,                 3.9606,                0.48986,                0.43586,                 0.9124,                0.88262,                      1,                  0.995,                0.84684,                0.88262,                      1,                  0.995,                0.55271,                0.55623,                 2.4167,                0.19738,                0.68913,                0.86487,              0.0014892,              0.0014892,              0.0014892
                    131,                0.59239,                 3.6238,                0.44123,                0.43916,                0.92181,                0.88806,                      1,                  0.995,                 0.8955,                0.88806,                      1,                  0.995,                0.35338,                0.51485,                  2.568,                0.19548,                0.65464,                0.81106,              0.0014852,              0.0014852,              0.0014852
                    132,                0.56089,                  3.733,                0.48055,                0.40977,                0.91643,                0.92647,                      1,                  0.995,                 0.8955,                0.92647,                      1,                  0.995,                0.40175,                0.54986,                 2.3436,                0.19739,                0.51813,                0.81824,              0.0014812,              0.0014812,              0.0014812
                    133,                0.58177,                 3.7417,                0.45654,                0.40221,                 0.8592,                0.92647,                      1,                  0.995,                 0.8955,                0.92647,                      1,                  0.995,                0.40175,                0.54986,                 2.3436,                0.19739,                0.51813,                0.81824,              0.0014773,              0.0014773,              0.0014773
                    134,                 0.6504,                 3.8972,                0.46605,                0.44736,                0.91057,                0.95113,                      1,                  0.995,                 0.8955,                0.95113,                      1,                  0.995,                  0.199,                0.56798,                 3.0375,                0.18643,                0.42414,                0.83322,              0.0014733,              0.0014733,              0.0014733
                    135,                0.56377,                 3.8388,                0.45921,                 0.4187,                0.89487,                0.96421,                      1,                  0.995,                 0.8955,                0.96421,                      1,                  0.995,                 0.4038,                0.58949,                   2.78,                0.18639,                0.42583,                0.82733,              0.0014694,              0.0014694,              0.0014694
                    136,                0.53361,                  3.677,                0.46015,                0.40899,                  0.871,                0.96744,                      1,                  0.995,                0.84746,                0.96744,                      1,                  0.995,                0.34996,                0.60284,                 3.0432,                0.18177,                0.40271,                0.82687,              0.0014654,              0.0014654,              0.0014654
                    137,                0.56896,                 3.5008,                0.48508,                0.42426,                0.90263,                0.96744,                      1,                  0.995,                0.84746,                0.96744,                      1,                  0.995,                0.34996,                0.60284,                 3.0432,                0.18177,                0.40271,                0.82687,              0.0014614,              0.0014614,              0.0014614
                    138,                0.53887,                 3.8146,                0.47451,                0.39513,                0.88646,                0.95494,                      1,                  0.995,                 0.8955,                0.47701,                    0.5,                 0.2625,                 0.0525,                 0.5619,                 3.6144,                0.17838,                 0.3967,                0.81607,              0.0014575,              0.0014575,              0.0014575
                    139,                0.52055,                 3.8327,                0.46787,                 0.4069,                0.87629,                0.94087,                      1,                  0.995,                 0.8955,                0.94087,                      1,                  0.995,                0.30004,                0.52529,                 3.0132,                0.18141,                0.47497,                0.79602,              0.0014535,              0.0014535,              0.0014535
                    140,                0.54139,                 3.9649,                 0.4721,                0.40885,                0.93414,                0.94487,                      1,                  0.995,                 0.8955,                0.94487,                      1,                  0.995,                0.42529,                0.50007,                 2.1642,                0.19377,                0.49706,                0.78313,              0.0014496,              0.0014496,              0.0014496
                    141,                0.52273,                 3.7927,                0.53044,                0.38878,                0.89516,                0.94487,                      1,                  0.995,                 0.8955,                0.94487,                      1,                  0.995,                0.42529,                0.50007,                 2.1642,                0.19377,                0.49706,                0.78313,              0.0014456,              0.0014456,              0.0014456
                    142,                0.53597,                 3.9315,                0.48169,                0.38816,                0.89315,                  0.973,                      1,                  0.995,                 0.8955,                  0.973,                      1,                  0.995,                0.42697,                0.51618,                 2.1988,                0.19906,                0.33051,                0.78008,              0.0014416,              0.0014416,              0.0014416
                    143,                0.54373,                 4.1375,                0.46839,                 0.4167,                0.88661,                0.98182,                      1,                  0.995,                 0.8955,                0.98182,                      1,                  0.995,                 0.5715,                0.51267,                 2.3711,                0.18576,                0.34035,                0.78237,              0.0014377,              0.0014377,              0.0014377
                    144,                0.56077,                 3.3061,                0.45687,                0.42098,                0.89953,                0.96665,                      1,                  0.995,                 0.8955,                0.96665,                      1,                  0.995,                0.34861,                0.48568,                  3.253,                0.18107,                0.58405,                0.78865,              0.0014337,              0.0014337,              0.0014337
                    145,                0.56548,                 3.5372,                 0.4393,                0.40284,                 0.8731,                0.96665,                      1,                  0.995,                 0.8955,                0.96665,                      1,                  0.995,                0.34861,                0.48568,                  3.253,                0.18107,                0.58405,                0.78865,              0.0014298,              0.0014298,              0.0014298
                    146,                0.56801,                 3.3811,                0.45616,                0.39712,                0.87611,                0.96839,                      1,                  0.995,                 0.8955,                0.73867,                    0.5,                0.49734,                0.24867,                0.56347,                  3.478,                0.20462,                0.98145,                0.82922,              0.0014258,              0.0014258,              0.0014258
                    147,                0.63046,                 4.0175,                0.51077,                0.44037,                 0.9215,                0.97077,                      1,                  0.995,                0.94536,                0.97077,                      1,                  0.995,                0.44786,                0.38662,                 2.9259,                0.22172,                0.83556,                0.81143,              0.0014218,              0.0014218,              0.0014218
                    148,                0.57162,                 3.9174,                 0.4969,                0.43864,                0.90881,                0.97562,                      1,                  0.995,                0.84942,                0.97562,                      1,                  0.995,                0.40535,                 0.5724,                 2.1615,                0.21073,                0.36671,                0.82316,              0.0014179,              0.0014179,              0.0014179
                    149,                0.67923,                 3.9386,                0.47851,                 0.4698,                0.93977,                0.97562,                      1,                  0.995,                0.84942,                0.97562,                      1,                  0.995,                0.40535,                 0.5724,                 2.1615,                0.21073,                0.36671,                0.82316,              0.0014139,              0.0014139,              0.0014139
                    150,                0.57755,                 4.0564,                0.49298,                0.42523,                0.90689,                0.98141,                      1,                  0.995,                0.85825,                0.98141,                      1,                  0.995,                  0.423,                0.56341,                 2.2256,                0.19558,                0.28101,                0.83137,                0.00141,                0.00141,                0.00141
                    151,                0.57821,                 3.8102,                0.49038,                0.41102,                0.86402,                0.98176,                      1,                  0.995,                  0.854,                0.98176,                      1,                  0.995,                 0.4145,                0.58077,                 2.2521,                0.19631,                 0.2878,                0.85731,               0.001406,               0.001406,               0.001406
                    152,                0.63886,                 3.8245,                0.49857,                 0.4345,                0.92153,                0.98094,                      1,                  0.995,                0.85188,                0.98094,                      1,                  0.995,                0.36663,                0.66018,                 2.1589,                0.20005,                0.33258,                0.89444,               0.001402,               0.001402,               0.001402
                    153,                0.56594,                 3.5392,                0.49013,                0.40658,                0.91012,                0.98094,                      1,                  0.995,                0.85188,                0.98094,                      1,                  0.995,                0.36663,                0.66018,                 2.1589,                0.20005,                0.33258,                0.89444,              0.0013981,              0.0013981,              0.0013981
                    154,                0.57465,                 3.3524,                0.48644,                0.38754,                0.87464,                0.98175,                      1,                  0.995,                0.85014,                0.98175,                      1,                  0.995,                0.36141,                0.63469,                 2.2359,                0.19484,                0.26683,                 0.8674,              0.0013941,              0.0013941,              0.0013941
                    155,                0.55567,                 3.7625,                0.48069,                0.41626,                 0.8418,                0.98146,                      1,                  0.995,                0.82585,                0.98146,                      1,                  0.995,                 0.3781,                0.59724,                 2.1392,                0.19466,                0.24885,                 0.8489,              0.0013902,              0.0013902,              0.0013902
                    156,                0.53406,                 3.1692,                0.43533,                0.41043,                0.89069,                0.98184,                      1,                  0.995,                 0.8955,                0.98184,                      1,                  0.995,                0.41687,                0.56964,                 2.1829,                0.20059,                0.25218,                0.83027,              0.0013862,              0.0013862,              0.0013862
                    157,                0.52822,                 3.5756,                 0.5149,                0.41339,                0.86866,                0.98184,                      1,                  0.995,                 0.8955,                0.98184,                      1,                  0.995,                0.41687,                0.56964,                 2.1829,                0.20059,                0.25218,                0.83027,              0.0013822,              0.0013822,              0.0013822
                    158,                0.60593,                 3.7095,                0.46671,                 0.4399,                0.90981,                0.98164,                      1,                  0.995,                 0.8955,                0.98164,                      1,                  0.995,                 0.3985,                0.56026,                 2.6106,                0.20153,                0.24449,                0.80423,              0.0013783,              0.0013783,              0.0013783
                    159,                0.55683,                 3.1768,                0.45135,                0.41752,                0.88106,                0.98092,                      1,                  0.995,                 0.8955,                0.98092,                      1,                  0.995,                0.40795,                0.56067,                 2.6738,                0.19056,                0.25315,                 0.7758,              0.0013743,              0.0013743,              0.0013743
                    160,                0.50995,                 3.4248,                0.45397,                0.37073,                0.87942,                0.98087,                      1,                  0.995,                0.82712,                0.98087,                      1,                  0.995,                0.41687,                0.56972,                 2.5106,                0.18873,                0.27973,                0.77304,              0.0013704,              0.0013704,              0.0013704
                    161,                0.52004,                  3.682,                0.49953,                0.39486,                0.84228,                0.98087,                      1,                  0.995,                0.82712,                0.98087,                      1,                  0.995,                0.41687,                0.56972,                 2.5106,                0.18873,                0.27973,                0.77304,              0.0013664,              0.0013664,              0.0013664
                    162,                0.49903,                 3.2082,                 0.4754,                0.39241,                0.84959,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                  0.486,                0.57434,                 2.1433,                0.20095,                0.26539,                0.78033,              0.0013624,              0.0013624,              0.0013624
                    163,                0.55348,                 3.6315,                0.47503,                0.41031,                0.88156,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                 0.4485,                0.57653,                 2.1566,                0.20094,                0.26911,                0.77583,              0.0013585,              0.0013585,              0.0013585
                    164,                0.55996,                 3.4165,                0.46134,                0.42123,                0.89797,                0.98203,                      1,                  0.995,                 0.8955,                0.98203,                      1,                  0.995,                 0.3235,                0.57893,                 2.6265,                0.18864,                0.30605,                0.77336,              0.0013545,              0.0013545,              0.0013545
                    165,                0.60056,                 3.3374,                0.44064,                0.41866,                0.90054,                0.98203,                      1,                  0.995,                 0.8955,                0.98203,                      1,                  0.995,                 0.3235,                0.57893,                 2.6265,                0.18864,                0.30605,                0.77336,              0.0013506,              0.0013506,              0.0013506
                    166,                0.58917,                 3.8142,                0.47006,                0.43171,                0.87139,                0.98202,                      1,                  0.995,                 0.8955,                0.98202,                      1,                  0.995,                 0.3235,                0.60998,                 2.6155,                0.18985,                0.33663,                0.79902,              0.0013466,              0.0013466,              0.0013466
                    167,                0.53728,                 3.0864,                0.44648,                0.39095,                0.84678,                0.98224,                      1,                  0.995,                0.82394,                0.98224,                      1,                  0.995,                0.43819,                 0.6603,                  2.288,                0.20335,                 0.3135,                0.86851,              0.0013426,              0.0013426,              0.0013426
                    168,                0.67614,                 3.6867,                0.46498,                0.47048,                0.92669,                0.98198,                      1,                  0.995,                0.84975,                0.98198,                      1,                  0.995,                0.36025,                 0.6754,                 2.4054,                0.21196,                 0.2909,                0.89284,              0.0013387,              0.0013387,              0.0013387
                    169,                0.60748,                 3.6762,                0.47526,                0.42552,                0.92853,                0.98198,                      1,                  0.995,                0.84975,                0.98198,                      1,                  0.995,                0.36025,                 0.6754,                 2.4054,                0.21196,                 0.2909,                0.89284,              0.0013347,              0.0013347,              0.0013347
                    170,                0.55597,                  3.215,                0.48758,                0.42009,                0.91206,                0.98181,                      1,                  0.995,                0.85117,                0.98181,                      1,                  0.995,                 0.3645,                0.63895,                 2.2569,                0.20981,                 0.3071,                 0.8536,              0.0013308,              0.0013308,              0.0013308
                    171,                0.58589,                 3.4563,                0.43948,                0.40163,                0.84678,                0.98195,                      1,                  0.995,                 0.8955,                0.98195,                      1,                  0.995,                0.34825,                0.61409,                 2.2583,                0.20453,                0.27987,                0.83313,              0.0013268,              0.0013268,              0.0013268
                    172,                0.65776,                 3.3726,                0.49021,                0.42171,                0.89114,                  0.982,                      1,                  0.995,                 0.8557,                  0.982,                      1,                  0.995,                0.34825,                0.62225,                 2.3373,                0.20814,                0.31228,                0.85426,              0.0013228,              0.0013228,              0.0013228
                    173,                0.50218,                 3.5314,                0.46862,                0.39497,                  0.865,                  0.982,                      1,                  0.995,                 0.8557,                  0.982,                      1,                  0.995,                0.34825,                0.62225,                 2.3373,                0.20814,                0.31228,                0.85426,              0.0013189,              0.0013189,              0.0013189
                    174,                 0.5837,                  3.901,                0.47069,                0.42307,                0.89256,                0.98206,                      1,                  0.995,                 0.8557,                0.98206,                      1,                  0.995,                 0.3781,                0.60982,                 2.1677,                0.21312,                0.31648,                0.86763,              0.0013149,              0.0013149,              0.0013149
                    175,                  0.594,                 2.9771,                0.44527,                0.39283,                0.89915,                0.98198,                      1,                  0.995,                0.82712,                0.98198,                      1,                  0.995,                0.41687,                0.59129,                 2.0033,                0.21544,                0.29609,                0.87348,               0.001311,               0.001311,               0.001311
                    176,                0.64711,                 3.2644,                0.47674,                0.45804,                0.94001,                0.98144,                      1,                  0.995,                 0.8955,                0.98144,                      1,                  0.995,                0.63375,                0.58491,                 1.9826,                0.21508,                0.28593,                0.84659,               0.001307,               0.001307,               0.001307
                    177,                0.52477,                 3.9405,                0.50233,                0.39879,                0.87896,                0.98144,                      1,                  0.995,                 0.8955,                0.98144,                      1,                  0.995,                0.63375,                0.58491,                 1.9826,                0.21508,                0.28593,                0.84659,               0.001303,               0.001303,               0.001303
                    178,                 0.5601,                 3.4389,                0.48006,                 0.3987,                0.90716,                0.98175,                      1,                  0.995,                0.85188,                0.98175,                      1,                  0.995,                0.53425,                 0.5974,                 1.9807,                0.22202,                0.27289,                0.84818,              0.0012991,              0.0012991,              0.0012991
                    179,                0.54149,                 3.3976,                0.46055,                0.37493,                0.86762,                0.98188,                      1,                  0.995,                0.90775,                0.98188,                      1,                  0.995,                0.63375,                 0.5932,                 1.8294,                 0.2277,                0.30277,                0.85648,              0.0012951,              0.0012951,              0.0012951
                    180,                 0.5644,                   2.76,                0.44234,                0.39275,                0.91726,                0.98169,                      1,                  0.995,                0.90775,                0.98169,                      1,                  0.995,                0.63375,                0.57359,                 1.7677,                0.22126,                0.33482,                0.83293,              0.0012912,              0.0012912,              0.0012912
                    181,                0.51732,                 3.8495,                0.49928,                0.39643,                0.88551,                0.98169,                      1,                  0.995,                0.90775,                0.98169,                      1,                  0.995,                0.63375,                0.57359,                 1.7677,                0.22126,                0.33482,                0.83293,              0.0012872,              0.0012872,              0.0012872
                    182,                0.48036,                 3.3477,                0.52908,                0.38525,                0.87403,                      1,                      1,                  0.995,                 0.8955,                      1,                      1,                  0.995,                0.70925,                0.53542,                 1.7859,                0.22251,                0.30959,                0.80812,              0.0012832,              0.0012832,              0.0012832
