                  epoch,         train/box_loss,        train/pose_loss,        train/kobj_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),   metrics/precision(P),      metrics/recall(P),       metrics/mAP50(P),    metrics/mAP50-95(P),           val/box_loss,          val/pose_loss,          val/kobj_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    107,                0.59917,                  3.634,                0.54674,                0.44951,                0.89527,                0.98319,                      1,                  0.995,                0.95527,                0.98319,                      1,                  0.995,                0.40995,                0.36021,                  2.664,                0.55523,                0.26294,                0.71491,              0.0015842,              0.0015842,              0.0015842
                    108,                0.69034,                 3.3985,                0.54455,                0.44009,                0.93031,                0.97245,                      1,                  0.995,                 0.9673,                0.97245,                      1,                  0.995,                0.48945,                0.39044,                 2.1236,                0.55152,                0.30658,                 0.7214,              0.0015802,              0.0015802,              0.0015802
                    109,                0.65331,                 4.0594,                0.56717,                0.50487,                0.90698,                0.97435,                      1,                  0.995,                0.92345,                0.97435,                      1,                  0.995,                0.36802,                0.43059,                 2.5301,                0.54967,                0.33742,                0.71539,              0.0015763,              0.0015763,              0.0015763
                    110,                0.60488,                 3.5854,                0.52881,                0.44589,                0.86462,                0.97528,                      1,                  0.995,                0.95527,                0.97528,                      1,                  0.995,                0.43615,                0.37536,                 2.4053,                0.54861,                0.32496,                0.70588,              0.0015723,              0.0015723,              0.0015723
                    111,                0.61309,                 3.9993,                0.55394,                0.46691,                0.87466,                0.97851,                      1,                  0.995,                  0.995,                0.97851,                      1,                  0.995,                0.44917,                 0.2803,                 2.4154,                0.55001,                0.29388,                0.69685,              0.0015684,              0.0015684,              0.0015684
                    112,                0.61955,                 4.0739,                  0.557,                0.51006,                0.89097,                0.98784,                      1,                  0.995,                  0.995,                0.98784,                      1,                  0.995,                0.46525,                0.32239,                 2.2359,                0.55016,                0.33042,                0.70256,              0.0015644,              0.0015644,              0.0015644
                    113,                0.57465,                 3.4905,                0.52364,                0.45995,                0.87339,                0.98696,                      1,                  0.995,                 0.9739,                0.98696,                      1,                  0.995,                 0.4315,                0.35549,                 2.2322,                0.54806,                0.33861,                0.70517,              0.0015604,              0.0015604,              0.0015604
                    114,                0.54647,                 3.3807,                0.55538,                0.43325,                 0.8747,                0.98425,                      1,                  0.995,                0.97487,                0.98425,                      1,                  0.995,                0.47688,                0.40551,                 2.2038,                0.54829,                0.31268,                0.71241,              0.0015565,              0.0015565,              0.0015565
                    115,                0.59409,                 3.6924,                0.53308,                0.46601,                0.90282,                0.98667,                      1,                  0.995,                 0.9739,                0.98667,                      1,                  0.995,                0.47985,                0.42896,                 2.1918,                0.55275,                0.29922,                0.70892,              0.0015525,              0.0015525,              0.0015525
                    116,                 0.5661,                 3.4991,                 0.5175,                0.43497,                0.87873,                0.98813,                      1,                  0.995,                0.93714,                0.98813,                      1,                  0.995,                0.42907,                0.42739,                 2.3395,                0.55947,                0.32363,                0.70406,              0.0015486,              0.0015486,              0.0015486
                    117,                0.58904,                 3.9517,                0.53514,                0.45166,                0.88152,                0.98847,                      1,                  0.995,                0.93817,                0.98847,                      1,                  0.995,                0.45189,                 0.4118,                 2.0894,                0.55664,                0.32661,                0.72083,              0.0015446,              0.0015446,              0.0015446
                    118,                0.58809,                 3.6297,                0.52046,                0.45625,                 0.8786,                0.98864,                      1,                  0.995,                 0.9125,                0.98864,                      1,                  0.995,                0.36088,                0.46836,                 2.3217,                0.55656,                0.35419,                0.76271,              0.0015406,              0.0015406,              0.0015406
                    119,                0.58812,                 4.0301,                0.54296,                 0.4459,                0.87631,                0.98862,                      1,                  0.995,                0.95695,                0.74147,                   0.75,                0.61446,                0.19221,                0.44037,                 2.7457,                 0.5581,                0.29335,                0.74548,              0.0015367,              0.0015367,              0.0015367
                    120,                 0.5547,                 3.9209,                0.54206,                0.44424,                0.87917,                0.98829,                      1,                  0.995,                0.90705,                0.74122,                   0.75,                0.61446,                0.19834,                0.36529,                 2.9823,                0.55296,                0.29704,                0.70009,              0.0015327,              0.0015327,              0.0015327
                    121,                 0.5101,                 3.4841,                0.53682,                0.41047,                0.88838,                0.98847,                      1,                  0.995,                0.93488,                0.98847,                      1,                  0.995,                0.47167,                0.33373,                 2.1742,                0.55353,                0.26449,                0.69309,              0.0015288,              0.0015288,              0.0015288
                    122,                0.52899,                  3.441,                0.53612,                0.39175,                0.86169,                0.98849,                      1,                  0.995,                0.95492,                0.98849,                      1,                  0.995,                0.47248,                0.31094,                 2.1267,                0.55491,                0.23995,                0.69573,              0.0015248,              0.0015248,              0.0015248
                    123,                0.56695,                 4.0892,                0.52905,                 0.4155,                0.89525,                0.98849,                      1,                  0.995,                0.95492,                0.98849,                      1,                  0.995,                0.47248,                0.33466,                 2.0309,                 0.5544,                 0.2705,                0.69428,              0.0015208,              0.0015208,              0.0015208
                    124,                0.55233,                 3.4259,                0.50996,                0.39321,                0.88205,                0.98862,                      1,                  0.995,                0.97355,                0.98862,                      1,                  0.995,                0.53347,                0.39186,                 1.9321,                0.55799,                0.33659,                0.70408,              0.0015169,              0.0015169,              0.0015169
                    125,                0.58715,                 3.5364,                0.53989,                0.42089,                0.90121,                0.98839,                      1,                  0.995,                0.92535,                0.98839,                      1,                  0.995,                 0.5598,                0.36147,                 1.9716,                0.55336,                0.30227,                0.69615,              0.0015129,              0.0015129,              0.0015129
                    126,                0.57699,                 3.3437,                0.51645,                0.41955,                0.88499,                0.98798,                      1,                  0.995,                0.94864,                0.98798,                      1,                  0.995,                0.56345,                0.35163,                 2.0154,                0.55103,                0.30119,                0.70358,               0.001509,               0.001509,               0.001509
                    127,                0.48422,                 3.5324,                0.54062,                0.39648,                 0.8488,                0.98816,                      1,                  0.995,                0.90986,                0.98816,                      1,                  0.995,                0.56267,                 0.4274,                  1.932,                0.54856,                0.30992,                0.72121,               0.001505,               0.001505,               0.001505
                    128,                0.53014,                 3.5388,                0.53854,                0.42386,                0.86893,                0.98842,                      1,                  0.995,                0.90585,                0.98842,                      1,                  0.995,                0.43542,                0.39454,                 2.0956,                0.54848,                0.29589,                 0.7194,               0.001501,               0.001501,               0.001501
                    129,                0.51288,                 3.3587,                0.52439,                0.38627,                0.88235,                0.98858,                      1,                  0.995,                 0.9427,                0.98858,                      1,                  0.995,                0.47583,                0.39527,                 2.2106,                0.54719,                0.30265,                0.72338,              0.0014971,              0.0014971,              0.0014971
                    130,                0.52204,                 3.2454,                0.52706,                0.39836,                0.87412,                0.98868,                      1,                  0.995,                 0.9387,                0.98868,                      1,                  0.995,                  0.508,                0.41115,                 2.0595,                 0.5439,                0.27737,                0.72163,              0.0014931,              0.0014931,              0.0014931
                    131,                 0.4956,                 3.6224,                0.51725,                0.38909,                0.85183,                      1,                      1,                  0.995,                0.94125,                      1,                      1,                  0.995,                0.46942,                0.39234,                 2.0541,                0.54066,                0.24684,                0.71539,              0.0014892,              0.0014892,              0.0014892
                    132,                0.48371,                 3.2797,                0.51821,                0.37546,                0.86018,                0.98937,                      1,                  0.995,                0.95067,                0.98937,                      1,                  0.995,                0.40972,                0.37979,                 2.2119,                0.53368,                0.28606,                0.71572,              0.0014852,              0.0014852,              0.0014852
                    133,                0.55991,                 3.5082,                0.51691,                 0.4205,                0.85873,                0.98912,                      1,                  0.995,                0.96932,                0.98912,                      1,                  0.995,                0.46043,                0.38791,                 2.2325,                0.53581,                0.29812,                0.71143,              0.0014812,              0.0014812,              0.0014812
                    134,                0.48848,                 3.3882,                 0.5339,                0.40899,                0.87132,                0.98926,                      1,                  0.995,                 0.9125,                0.98926,                      1,                  0.995,                0.47725,                0.42853,                 2.0184,                0.53788,                 0.2842,                0.70977,              0.0014773,              0.0014773,              0.0014773
                    135,                0.53263,                 3.5301,                0.54017,                0.41725,                0.86394,                0.98912,                      1,                  0.995,                0.94395,                0.98912,                      1,                  0.995,                0.46089,                0.41207,                 2.1613,                0.54086,                0.30513,                  0.708,              0.0014733,              0.0014733,              0.0014733
                    136,                0.54371,                 3.1759,                0.52272,                0.43434,                0.88311,                0.98827,                      1,                  0.995,                 0.8955,                0.98827,                      1,                  0.995,                0.50125,                0.42338,                 1.9399,                0.53599,                0.29589,                0.70716,              0.0014694,              0.0014694,              0.0014694
                    137,                0.53539,                 2.9987,                0.52386,                0.39848,                0.87121,                0.98746,                      1,                  0.995,                 0.8955,                0.98746,                      1,                  0.995,                 0.4745,                0.40159,                 1.8859,                0.53508,                0.26791,                0.70327,              0.0014654,              0.0014654,              0.0014654
                    138,                0.54225,                 3.2489,                0.50827,                0.41346,                0.86939,                0.98661,                      1,                  0.995,                0.90374,                0.98661,                      1,                  0.995,                0.52592,                0.38591,                 2.0358,                0.53329,                0.36221,                0.70558,              0.0014614,              0.0014614,              0.0014614
                    139,                 0.5626,                 3.6295,                 0.5151,                0.42614,                0.89227,                0.97816,                      1,                  0.995,                 0.9219,                0.97816,                      1,                  0.995,                 0.5038,                0.34319,                 1.9871,                0.53082,                0.27261,                0.69593,              0.0014575,              0.0014575,              0.0014575
                    140,                0.47782,                 3.0069,                0.52513,                0.36816,                0.86571,                0.98364,                      1,                  0.995,                0.95381,                0.98364,                      1,                  0.995,                0.46144,                0.34441,                 2.0139,                 0.5251,                0.30308,                0.69495,              0.0014535,              0.0014535,              0.0014535
                    141,                0.48457,                 3.1317,                0.52454,                0.38493,                0.85316,                0.98322,                      1,                  0.995,                0.93169,                0.98322,                      1,                  0.995,                0.40354,                0.44482,                 2.3666,                0.52695,                0.36612,                0.72486,              0.0014496,              0.0014496,              0.0014496
                    142,                 0.5342,                 2.9293,                0.51662,                0.40379,                0.88707,                0.98427,                      1,                  0.995,                0.94755,                0.98427,                      1,                  0.995,                0.37033,                0.42974,                 2.4582,                0.52853,                0.35357,                0.71801,              0.0014456,              0.0014456,              0.0014456
                    143,                  0.535,                 3.7519,                0.54737,                 0.3882,                0.86655,                0.98704,                      1,                  0.995,                0.96531,                0.98704,                      1,                  0.995,                0.47777,                0.35232,                 1.9321,                0.52699,                0.29814,                0.69368,              0.0014416,              0.0014416,              0.0014416
                    144,                0.60906,                 3.3332,                0.52295,                0.43577,                 0.9037,                0.98749,                      1,                  0.995,                0.96458,                0.98749,                      1,                  0.995,                0.51545,                 0.3166,                  1.896,                0.52544,                0.24587,                0.68269,              0.0014377,              0.0014377,              0.0014377
                    145,                0.51035,                 3.2308,                0.50665,                0.42651,                0.87493,                 0.9883,                      1,                  0.995,                 0.9647,                 0.9883,                      1,                  0.995,                0.51266,                0.36422,                  1.901,                0.52551,                0.22728,                 0.6894,              0.0014337,              0.0014337,              0.0014337
                    146,                0.49397,                 3.1507,                0.50468,                0.42053,                0.84776,                0.98715,                      1,                  0.995,                0.94609,                0.98715,                      1,                  0.995,                0.41006,                0.41114,                 2.0473,                0.52596,                 0.2586,                0.70402,              0.0014298,              0.0014298,              0.0014298
                    147,                 0.5522,                 3.6911,                0.54561,                0.42356,                0.87869,                0.97664,                      1,                  0.995,                0.93331,                0.97664,                      1,                  0.995,                0.45021,                0.44622,                 1.9969,                0.52558,                0.33022,                0.70946,              0.0014258,              0.0014258,              0.0014258
                    148,                0.56825,                 3.6507,                0.54854,                0.42807,                0.90895,                0.94812,                      1,                  0.995,                0.95813,                0.94812,                      1,                  0.995,                 0.3996,                0.37838,                 2.3023,                0.53316,                0.45538,                0.70304,              0.0014218,              0.0014218,              0.0014218
                    149,                0.50774,                 3.5269,                0.50721,                0.41211,                0.86811,                0.97974,                      1,                  0.995,                0.90841,                0.97974,                      1,                  0.995,                0.41543,                0.43185,                 2.1568,                0.53291,                0.32337,                0.70539,              0.0014179,              0.0014179,              0.0014179
                    150,                0.53966,                   2.88,                0.50251,                0.40947,                0.88355,                0.98812,                      1,                  0.995,                0.96483,                0.98812,                      1,                  0.995,                0.47456,                0.43819,                 1.7608,                0.53146,                0.25794,                0.71112,              0.0014139,              0.0014139,              0.0014139
                    151,                0.46866,                 3.1683,                0.53558,                0.38229,                0.84275,                0.98779,                      1,                  0.995,                0.90281,                0.98779,                      1,                  0.995,                0.58094,                0.40793,                  1.624,                0.52982,                0.25528,                0.70856,                0.00141,                0.00141,                0.00141
                    152,                0.53777,                 3.4853,                0.50373,                0.40587,                0.86114,                0.98819,                      1,                  0.995,                 0.8955,                0.98819,                      1,                  0.995,                0.42524,                0.43648,                  1.977,                0.53343,                0.24964,                0.70792,               0.001406,               0.001406,               0.001406
                    153,                0.57463,                 3.8146,                0.52391,                0.45131,                0.90417,                0.98844,                      1,                  0.995,                0.93063,                0.98844,                      1,                  0.995,                0.32663,                0.38444,                 2.0073,                 0.5311,                0.26367,                0.69878,               0.001402,               0.001402,               0.001402
                    154,                0.53747,                 3.6031,                0.51346,                0.41958,                0.87197,                0.98675,                      1,                  0.995,                0.95307,                0.74006,                   0.75,                0.57571,                0.30749,                0.32775,                 2.1245,                0.53362,                 0.2743,                0.70639,              0.0013981,              0.0013981,              0.0013981
                    155,                0.49724,                 3.2732,                0.52761,                0.39546,                0.88667,                0.98134,                      1,                  0.995,                0.95246,                  0.736,                   0.75,                0.56958,                0.23296,                0.29826,                 2.1546,                0.53411,                0.26476,                0.70057,              0.0013941,              0.0013941,              0.0013941
                    156,                0.51301,                 3.2433,                0.51744,                0.41584,                0.88259,                 0.9379,                      1,                  0.995,                0.95219,                0.70245,                   0.75,                0.56688,                0.16996,                0.31671,                 2.6093,                0.53782,                0.29021,                0.69938,              0.0013902,              0.0013902,              0.0013902
                    157,                0.50274,                 3.2583,                0.53547,                0.39195,                0.86445,                0.96211,                      1,                  0.995,                 0.9648,                0.72899,                   0.75,                0.75554,                0.31415,                0.29007,                 2.4533,                  0.538,                0.24314,                0.69399,              0.0013862,              0.0013862,              0.0013862
                    158,                0.48701,                 2.9548,                0.49545,                0.37286,                0.86003,                0.98015,                      1,                  0.995,                0.96493,                0.98015,                      1,                  0.995,                0.47735,                0.33007,                  1.846,                0.53647,                0.25347,                0.70271,              0.0013822,              0.0013822,              0.0013822
                    159,                0.52689,                  3.198,                0.49556,                 0.3927,                0.86045,                0.98608,                      1,                  0.995,                0.93831,                0.98608,                      1,                  0.995,                0.54437,                0.39271,                 1.5788,                0.53753,                0.27536,                0.72164,              0.0013783,              0.0013783,              0.0013783
                    160,                0.51055,                 3.2906,                0.51485,                0.40869,                0.86946,                0.98831,                      1,                  0.995,                 0.8955,                0.98831,                      1,                  0.995,                0.44306,                0.44649,                 2.0496,                0.53757,                0.29329,                0.72985,              0.0013743,              0.0013743,              0.0013743
                    161,                0.50347,                  2.991,                0.50603,                0.39562,                0.87041,                 0.9883,                      1,                  0.995,                 0.8955,                 0.9883,                      1,                  0.995,                 0.4355,                0.46707,                 2.1509,                0.53603,                0.26374,                0.73313,              0.0013704,              0.0013704,              0.0013704
                    162,                0.50453,                 3.1492,                0.51533,                 0.3899,                0.86491,                0.98846,                      1,                  0.995,                 0.8955,                0.98846,                      1,                  0.995,                0.45008,                0.41606,                  2.106,                0.53736,                 0.2418,                0.72653,              0.0013664,              0.0013664,              0.0013664
                    163,                0.48543,                 2.9508,                0.49905,                0.38581,                0.84235,                 0.9885,                      1,                  0.995,                0.90842,                 0.9885,                      1,                  0.995,                0.42438,                0.35452,                 1.9737,                0.53983,                0.22658,                0.71293,              0.0013624,              0.0013624,              0.0013624
                    164,                0.50333,                 3.1856,                0.51808,                0.40456,                0.85221,                0.98863,                      1,                  0.995,                0.97195,                0.98863,                      1,                  0.995,                0.42707,                0.30925,                 1.7649,                0.53339,                0.25272,                 0.6945,              0.0013585,              0.0013585,              0.0013585
                    165,                0.49373,                 2.9353,                0.52615,                0.39476,                0.88449,                0.98862,                      1,                  0.995,                0.97244,                0.98862,                      1,                  0.995,                0.48154,                0.32482,                 1.7148,                 0.5319,                0.25998,                0.69607,              0.0013545,              0.0013545,              0.0013545
                    166,                0.50365,                 2.7153,                0.48035,                0.40297,                0.87682,                0.98873,                      1,                  0.995,                0.92662,                0.98873,                      1,                  0.995,                0.53392,                0.37246,                 1.6899,                 0.5344,                 0.2742,                0.71276,              0.0013506,              0.0013506,              0.0013506
                    167,                0.52518,                 2.9673,                 0.5095,                0.38189,                0.89382,                0.98832,                      1,                  0.995,                0.93979,                0.98832,                      1,                  0.995,                0.54324,                0.39728,                 1.7484,                0.53705,                0.26711,                0.71859,              0.0013466,              0.0013466,              0.0013466
                    168,                0.53048,                 3.3212,                0.50103,                0.39076,                0.88732,                0.98816,                      1,                  0.995,                  0.995,                0.98816,                      1,                  0.995,                0.43105,                0.35297,                 2.0184,                0.53391,                0.26657,                0.69623,              0.0013426,              0.0013426,              0.0013426
                    169,                0.52506,                 3.3072,                0.48973,                0.39085,                0.89577,                0.98815,                      1,                  0.995,                0.96307,                0.98815,                      1,                  0.995,                0.46329,                0.30104,                 2.0843,                0.52972,                0.28543,                0.69031,              0.0013387,              0.0013387,              0.0013387
                    170,                0.52741,                 3.1326,                0.50662,                0.40264,                0.87071,                0.98809,                      1,                  0.995,                 0.9614,                0.98809,                      1,                  0.995,                0.55505,                0.30392,                 1.8513,                0.52901,                0.25735,                0.68865,              0.0013347,              0.0013347,              0.0013347
                    171,                0.49663,                 3.2853,                0.53231,                  0.402,                0.87997,                0.98797,                      1,                  0.995,                 0.9395,                0.98797,                      1,                  0.995,                0.62114,                0.29864,                 1.5913,                 0.5296,                0.25551,                0.68678,              0.0013308,              0.0013308,              0.0013308
                    172,                0.52838,                 3.1979,                0.50279,                0.41283,                0.87983,                0.98904,                      1,                  0.995,                0.95527,                0.98904,                      1,                  0.995,                0.60318,                0.33796,                 1.5504,                0.52624,                0.22007,                 0.6856,              0.0013268,              0.0013268,              0.0013268
                    173,                0.51712,                 3.0404,                0.53007,                0.38209,                0.86807,                      1,                      1,                  0.995,                  0.933,                      1,                      1,                  0.995,                  0.575,                0.38194,                 1.5863,                0.52731,                0.23454,                0.69802,              0.0013228,              0.0013228,              0.0013228
                    174,                 0.4699,                 2.7719,                0.48907,                0.37438,                0.86513,                      1,                      1,                  0.995,                0.96725,                      1,                      1,                  0.995,                0.48863,                   0.35,                 1.8986,                0.52987,                 0.2201,                0.70448,              0.0013189,              0.0013189,              0.0013189
                    175,                0.48405,                  2.911,                0.52937,                0.36696,                0.86182,                      1,                      1,                  0.995,                  0.995,                      1,                      1,                  0.995,                0.50762,                 0.3008,                 2.0973,                0.53238,                 0.2227,                0.69791,              0.0013149,              0.0013149,              0.0013149
                    176,                0.48764,                 2.8055,                0.50309,                 0.3754,                0.86957,                      1,                      1,                  0.995,                  0.933,                      1,                      1,                  0.995,                0.57758,                0.36061,                 2.1097,                0.52389,                0.26203,                0.69506,               0.001311,               0.001311,               0.001311
                    177,                0.51248,                 2.8969,                0.51382,                0.41038,                0.85746,                0.98919,                      1,                  0.995,                 0.9387,                0.98919,                      1,                  0.995,                0.58727,                0.33398,                 1.9599,                0.51839,                0.28153,                 0.6941,               0.001307,               0.001307,               0.001307
                    178,                0.53184,                 3.1098,                0.51604,                0.39082,                0.90311,                0.98926,                      1,                  0.995,                 0.9427,                0.98926,                      1,                  0.995,                 0.5523,                0.37549,                 1.8751,                0.51598,                 0.2595,                 0.7068,               0.001303,               0.001303,               0.001303
                    179,                0.49591,                 3.0948,                0.51834,                0.39346,                0.85139,                      1,                      1,                  0.995,                  0.933,                      1,                      1,                  0.995,                  0.597,                0.38055,                 1.6508,                0.51241,                0.27622,                0.70422,              0.0012991,              0.0012991,              0.0012991
                    180,                0.52119,                 2.9112,                0.49895,                0.40573,                0.86956,                0.98899,                      1,                  0.995,                 0.9778,                0.98899,                      1,                  0.995,                0.58307,                0.29954,                 1.6897,                0.51119,                0.20852,                0.69338,              0.0012951,              0.0012951,              0.0012951
                    181,                0.47048,                 2.9245,                0.50491,                0.39075,                0.86623,                0.98883,                      1,                  0.995,                  0.995,                0.98883,                      1,                  0.995,                0.61867,                0.33737,                 1.6564,                0.50915,                 0.2189,                0.70041,              0.0012912,              0.0012912,              0.0012912
                    182,                0.43418,                 2.4341,                0.50013,                0.35723,                0.83257,                      1,                      1,                  0.995,                  0.933,                      1,                      1,                  0.995,                0.60062,                0.40428,                  1.699,                 0.5091,                0.24462,                0.70531,              0.0012872,              0.0012872,              0.0012872
                    183,                0.46641,                 3.0408,                0.49172,                0.35048,                 0.8388,                0.98867,                      1,                  0.995,                0.90922,                0.98867,                      1,                  0.995,                0.58903,                0.39656,                 1.6071,                0.50628,                0.27131,                0.69813,              0.0012832,              0.0012832,              0.0012832
                    184,                0.53167,                 3.0649,                0.52387,                0.37742,                0.84765,                0.98834,                      1,                  0.995,                0.95917,                0.98834,                      1,                  0.995,                0.56855,                 0.2893,                 1.5405,                0.51227,                0.22687,                0.68381,              0.0012793,              0.0012793,              0.0012793
                    185,                0.51387,                 3.0101,                0.51171,                0.37757,                0.87371,                0.98835,                      1,                  0.995,                  0.995,                0.98835,                      1,                  0.995,                0.62423,                0.26648,                 1.3922,                0.51555,                0.20663,                0.68109,              0.0012753,              0.0012753,              0.0012753
                    186,                0.45286,                 2.6844,                 0.5003,                0.34679,                0.83733,                0.98863,                      1,                  0.995,                  0.995,                0.98863,                      1,                  0.995,                0.62767,                0.27289,                 1.4658,                0.51847,                0.22082,                0.68505,              0.0012714,              0.0012714,              0.0012714
                    187,                0.47973,                 2.9283,                0.51573,                0.38006,                0.86936,                0.98853,                      1,                  0.995,                  0.995,                0.98853,                      1,                  0.995,                0.51183,                 0.3144,                 1.7862,                0.52171,                0.23205,                0.69289,              0.0012674,              0.0012674,              0.0012674
                    188,                 0.5104,                 2.8169,                0.48925,                0.37961,                0.88043,                0.98798,                      1,                  0.995,                  0.995,                0.98798,                      1,                  0.995,                0.59256,                0.31768,                 1.6231,                 0.5236,                0.22662,                0.70416,              0.0012634,              0.0012634,              0.0012634
                    189,                0.47421,                 2.6282,                0.50269,                0.36347,                0.86185,                0.98892,                      1,                  0.995,                  0.995,                0.98892,                      1,                  0.995,                0.59667,                0.25763,                 1.4589,                0.52458,                0.23009,                0.69259,              0.0012595,              0.0012595,              0.0012595
                    190,                0.48173,                 2.7372,                0.51088,                0.37937,                0.84832,                0.98887,                      1,                  0.995,                  0.995,                0.98887,                      1,                  0.995,                 0.5721,                0.22951,                 1.5753,                0.52615,                0.22143,                0.68676,              0.0012555,              0.0012555,              0.0012555
                    191,                0.47922,                 2.8257,                0.49937,                0.36005,                0.85888,                0.98897,                      1,                  0.995,                  0.995,                0.98897,                      1,                  0.995,                0.55367,                0.25104,                 1.7068,                0.52407,                0.22936,                0.67729,              0.0012516,              0.0012516,              0.0012516
                    192,                0.40931,                 2.6807,                0.49775,                0.32598,                0.82409,                0.98912,                      1,                  0.995,                0.97557,                0.98912,                      1,                  0.995,                0.55645,                0.38917,                  1.755,                0.52256,                0.27242,                0.71039,              0.0012476,              0.0012476,              0.0012476
